X,frankfurt_urban_n_vehicles_mipv6.MA[6].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
193.009760608362,1
194.009760608362,2
196.009760608362,3
200.009760608362,4
208.009760608362,5
224.009760608362,6
256.009760608362,7
288.009760608362,8
291.516563117883,1
292.516563117883,2
294.516563117883,3
298.516563117883,4
306.516563117883,5
322.516563117883,6
344.539217905064,1
345.539217905064,2
347.539217905064,3
351.539217905064,4
359.539217905064,5
375.539217905064,6
395.568701889855,1
396.568701889855,2
407.539217905064,7
