X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
191.296384767093,1
192.296384767093,2
194.296384767093,3
198.296384767093,4
206.296384767093,5
222.296384767093,6
254.296384767093,7
286.296384767093,8
288.350597430736,1
289.350597430736,2
291.350597430736,3
295.350597430736,4
303.350597430736,5
319.350597430736,6
334.53851941064,1
335.53851941064,2
337.53851941064,3
341.53851941064,4
349.53851941064,5
365.53851941064,6
397.53851941064,7
407.664241415844,1
408.664241415844,2
410.664241415844,3
414.664241415844,4
422.664241415844,5
