X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
196.388736873064,1
197.388736873064,2
199.388736873064,3
203.388736873064,4
211.388736873064,5
227.388736873064,6
259.388736873064,7
291.388736873064,8
294.971454980057,1
295.971454980057,2
297.971454980057,3
301.971454980057,4
309.971454980057,5
325.971454980057,6
337.380912502238,1
338.380912502238,2
340.380912502238,3
344.380912502238,4
352.380912502238,5
368.380912502238,6
390.408053392738,1
391.408053392738,2
393.408053392738,3
397.408053392738,4
405.408053392738,5
421.408053392738,6
