X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
193.217688250779,1
194.217688250779,2
196.217688250779,3
200.217688250779,4
208.217688250779,5
224.217688250779,6
256.217688250779,7
288.217688250779,8
291.596929082215,1
292.596929082215,2
294.596929082215,3
298.596929082215,4
306.596929082215,5
322.596929082215,6
337.549479899884,1
338.549479899884,2
340.549479899884,3
344.549479899884,4
352.549479899884,5
368.549479899884,6
393.673658469286,1
394.673658469286,2
396.673658469286,3
400.673658469286,4
408.673658469286,5
424.673658469286,6
