X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
196.059570191747,1
197.059570191747,2
199.059570191747,3
203.059570191747,4
211.059570191747,5
227.059570191747,6
259.059570191747,7
291.059570191747,8
301.704931102341,1
302.704931102341,2
304.704931102341,3
308.704931102341,4
316.704931102341,5
332.704931102341,6
338.92635510776,1
339.92635510776,2
341.92635510776,3
345.92635510776,4
353.92635510776,5
369.92635510776,6
401.023814122186,1
402.023814122186,2
404.023814122186,3
408.023814122186,4
416.023814122186,5
432.023814122186,6
