X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
188.963722261494,1
189.963722261494,2
191.963722261494,3
195.963722261494,4
203.963722261494,5
219.963722261494,6
251.963722261494,7
283.963722261494,8
295.051975253271,1
296.051975253271,2
298.051975253271,3
302.051975253271,4
310.051975253271,5
326.051975253271,6
336.575274556234,1
337.575274556234,2
339.575274556234,3
343.575274556234,4
351.575274556234,5
367.575274556234,6
