X,frankfurt_urban_n_vehicles_mipv6.MA[7].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
196.884479274817,1
197.884479274817,2
199.884479274817,3
203.884479274817,4
211.884479274817,5
227.884479274817,6
259.884479274817,7
291.884479274817,8
301.424878766862,1
302.424878766862,2
304.424878766862,3
308.424878766862,4
316.424878766862,5
332.424878766862,6
346.057910325503,1
347.057910325503,2
349.057910325503,3
353.057910325503,4
361.057910325503,5
377.057910325503,6
