X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
199.246962293044,1
200.246962293044,2
202.246962293044,3
206.246962293044,4
214.246962293044,5
230.246962293044,6
262.246962293044,7
294.246962293044,8
302.123428196999,1
303.123428196999,2
305.123428196999,3
309.123428196999,4
317.123428196999,5
333.123428196999,6
345.456863502833,1
346.456863502833,2
348.456863502833,3
352.456863502833,4
360.456863502833,5
376.456863502833,6
405.46333315164,1
