X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
212.89637230514,1
213.89637230514,2
215.89637230514,3
219.89637230514,4
227.89637230514,5
243.89637230514,6
275.89637230514,7
285.544539159358,1
286.544539159358,2
288.544539159358,3
292.544539159358,4
300.544539159358,5
316.544539159358,6
338.207906368945,1
339.207906368945,2
341.207906368945,3
345.207906368945,4
353.207906368945,5
369.207906368945,6
397.466292826391,1
398.466292826391,2
400.466292826391,3
404.466292826391,4
