X,frankfurt_urban_n_vehicles.MA[6].idLayer/sequenceUpdateCa:vector
206.891674877136,1
304.526812002133,2
343.91743258892,3
383.344103865936,4
383.844103865936,5
384.344103865936,6
384.844103865936,7
385.269082298893,8
385.769082298893,9
386.269082298893,10
386.769082298893,11
387.269082298893,12
387.769082298893,13
388.269082298893,14
388.769082298893,15
389.269082298893,16
389.769082298893,17
390.269082298893,18
390.769082298893,19
391.269082298893,20
391.769082298893,21
392.269082298893,22
392.769082298893,23
393.269082298893,24
393.769082298893,25
394.269082298893,26
394.769082298893,27
395.269082298893,28
395.769082298893,29
396.269082298893,30
396.769082298893,31
397.269082298893,32
397.717585680086,33
398.217585680086,34
398.717585680086,35
399.099990840342,36
399.599990840342,37
400.099990840342,38
400.599990840342,39
401.099990840342,40
401.599990840342,41
402.099990840342,42
402.599990840342,43
403.099990840342,44
403.599990840342,45
404.099990840342,46
404.599990840342,47
405.099990840342,48
405.599990840342,49
405.654197948906,50
