X,frankfurt_urban_n_vehicles.MA[2].tcp/rcvd seq
184.764892714036,4.61827e+07
186.268597480628,4.61827e+07
187.83687528598,4.61827e+07
187.912019645638,4.61827e+07
189.080694742772,4.61827e+07
189.125638898243,4.61827e+07
193.95075127272,4.61827e+07
194.019795803143,4.61827e+07
194.020454777631,4.61827e+07
194.02090481146,4.61827e+07
194.022167785948,4.61827e+07
194.023132760436,4.61827e+07
194.089902106102,4.61827e+07
194.091012938192,4.61827e+07
194.092455887168,4.61827e+07
194.158936257229,4.61827e+07
194.159921089319,4.61827e+07
194.160408063807,4.61827e+07
194.161301038295,4.61827e+07
194.227817406161,4.61827e+07
194.229242521539,4.61827e+07
194.229742491637,4.61827e+07
194.308357859166,4.61828e+07
194.309583827142,4.61828e+07
194.310665795118,4.61828e+07
194.311765763094,4.61828e+07
194.31219973107,4.61828e+07
194.377311004898,4.61828e+07
194.378527972874,4.61828e+07
194.379621259924,4.61828e+07
194.381080876802,4.61828e+07
194.382027844778,4.61828e+07
194.382960812754,4.61828e+07
194.446165149618,4.61828e+07
194.447526117594,4.61828e+07
194.448700404644,4.61828e+07
194.450099545127,4.61828e+07
194.450798440698,4.61828e+07
194.45145140665,4.61828e+07
194.455612797216,4.61829e+07
194.530066770103,4.61829e+07
194.531662698043,4.61829e+07
194.532690662013,4.61829e+07
194.533106625983,4.61829e+07
194.533558589953,4.61829e+07
194.534640553923,4.61829e+07
194.536312517893,4.61829e+07
194.598929911829,4.61829e+07
194.599381875799,4.61829e+07
194.600606838829,4.61829e+07
194.602565730739,4.61829e+07
194.605202658679,4.61829e+07
194.605771620769,4.61829e+07
194.606223582859,4.61829e+07
194.608072550589,4.61829e+07
194.608740512679,4.61829e+07
194.609267474769,4.61829e+07
194.687882835351,4.6183e+07
194.688757797441,4.6183e+07
194.689254759531,4.6183e+07
194.690805683711,4.6183e+07
194.692275607891,4.6183e+07
194.692727569981,4.6183e+07
194.693827532071,4.6183e+07
194.695274494161,4.6183e+07
194.695717456251,4.6183e+07
194.756736974274,4.6183e+07
194.758135898454,4.6183e+07
194.758641858698,4.6183e+07
194.759668822634,4.6183e+07
194.760209784724,4.6183e+07
194.765972557264,4.6183e+07
194.766935002418,4.6183e+07
194.767569962662,4.6183e+07
194.846185320521,4.61831e+07
194.847195279011,4.61831e+07
194.847782237501,4.61831e+07
194.850013154481,4.61831e+07
194.852010029951,4.61831e+07
194.852632988441,4.61831e+07
194.853093946931,4.61831e+07
194.853626905421,4.61831e+07
194.854285863911,4.61831e+07
194.854827822401,4.61831e+07
194.855369780891,4.61831e+07
194.915165455912,4.61831e+07
194.917872091618,4.61831e+07
194.918894289872,4.61831e+07
194.919516248362,4.61831e+07
194.920049205142,4.61831e+07
194.920648161922,4.61831e+07
194.999263517194,4.61832e+07
195.000336473172,4.61832e+07
195.000725428348,4.61832e+07
195.0022853387,4.61832e+07
195.002692293876,4.61832e+07
195.003571249052,4.61832e+07
195.004041204228,4.61832e+07
195.004556159404,4.61832e+07
195.00503511458,4.61832e+07
195.005451069756,4.61832e+07
195.006101024932,4.61832e+07
195.007193789928,4.61832e+07
195.068180650928,4.61832e+07
195.069666898644,4.61832e+07
195.070228516456,4.61832e+07
195.071498878008,4.61832e+07
195.072043833184,4.61832e+07
195.123391815917,4.61833e+07
195.150659186074,4.61833e+07
195.15114614125,4.61833e+07
195.15202109487,4.61833e+07
195.153646051602,4.61833e+07
195.154376006778,4.61833e+07
195.154881960398,4.61833e+07
195.15553891713,4.61833e+07
195.15613487075,4.61833e+07
195.157134859609,4.61833e+07
195.158604656732,4.61833e+07
195.160981229736,4.61833e+07
195.161821215554,4.61833e+07
195.162291169174,4.61833e+07
195.220009271859,4.61833e+07
195.220938225479,4.61833e+07
195.221476630299,4.61833e+07
195.222012582385,4.61833e+07
195.300627932243,4.61834e+07
195.301745882889,4.61834e+07
195.302777833535,4.61834e+07
195.303418784181,4.61834e+07
195.303906734827,4.61834e+07
195.304547685473,4.61834e+07
195.305116636119,4.61834e+07
195.305640586765,4.61834e+07
195.306209537411,4.61834e+07
195.306823488057,4.61834e+07
195.307320438703,4.61834e+07
195.307835789496,4.61834e+07
195.309588740142,4.61834e+07
195.309995690788,4.61834e+07
195.369500060645,4.61834e+07
195.371514011291,4.61834e+07
195.372112961937,4.61834e+07
195.430952917486,4.61835e+07
195.450728310397,4.61835e+07
195.451909259687,4.61835e+07
195.452496208977,4.61835e+07
195.453492158267,4.61835e+07
195.453998107557,4.61835e+07
195.454441056847,4.61835e+07
195.454947006137,4.61835e+07
195.455434955427,4.61835e+07
195.455868904717,4.61835e+07
195.456437854007,4.61835e+07
195.456862803297,4.61835e+07
195.457503752587,4.61835e+07
195.458135701877,4.61835e+07
195.459673461264,4.61835e+07
195.51978043677,4.61835e+07
195.52131178655,4.61835e+07
195.521847734494,4.61835e+07
195.600463080289,4.61836e+07
195.602603973613,4.61836e+07
195.603235920275,4.61836e+07
195.604186866937,4.61836e+07
195.604593813599,4.61836e+07
195.605135760261,4.61836e+07
195.605533706923,4.61836e+07
195.605985653585,4.61836e+07
195.606401600247,4.61836e+07
195.606880546909,4.61836e+07
195.607494493571,4.61836e+07
195.607883440233,4.61836e+07
195.608542386895,4.61836e+07
195.609030333557,4.61836e+07
195.671539816889,4.61836e+07
195.672020953269,4.61836e+07
195.672637899931,4.61836e+07
195.751253244494,4.61837e+07
195.752398189974,4.61837e+07
195.752841135454,4.61837e+07
195.753864080934,4.61837e+07
195.754505026414,4.61837e+07
195.755055971894,4.61837e+07
195.755606917374,4.61837e+07
195.756139862854,4.61837e+07
195.756744808334,4.61837e+07
195.757403753814,4.61837e+07
195.757990699294,4.61837e+07
195.758397644774,4.61837e+07
195.759065590254,4.61837e+07
195.759652535734,4.61837e+07
195.820287367152,4.61837e+07
195.821800709312,4.61837e+07
195.822372653636,4.61837e+07
195.900987995898,4.61838e+07
