X,frankfurt_urban_n_vehicles_mipv6.MA[7].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
209.158131884427,1
210.158131884427,2
212.158131884427,3
216.158131884427,4
224.158131884427,5
240.158131884427,6
272.158131884427,7
304.158131884427,8
305.491162314732,1
306.491162314732,2
308.491162314732,3
312.491162314732,4
320.491162314732,5
336.491162314732,6
344.686786595206,1
345.686786595206,2
347.686786595206,3
351.686786595206,4
359.686786595206,5
375.686786595206,6
407.686786595206,7
409.494503672198,1
410.494503672198,2
412.494503672198,3
416.494503672198,4
424.494503672198,5
440.494503672198,6
