X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
199.534836026895,1
200.534836026895,2
202.534836026895,3
206.534836026895,4
214.534836026895,5
230.534836026895,6
262.534836026895,7
294.534836026895,8
303.540513660651,1
304.540513660651,2
306.540513660651,3
310.540513660651,4
318.540513660651,5
334.540513660651,6
337.232715391497,1
338.232715391497,2
340.232715391497,3
344.232715391497,4
352.232715391497,5
368.232715391497,6
377.689527397054,1
378.689527397054,2
380.112699928744,3
381.112699928744,4
381.976302507099,5
382.976302507099,6
384.976302507099,7
388.976302507099,8
396.976302507099,9
400.232715391497,7
407.165423830304,10
