X,frankfurt_urban_n_vehicles.MA[4].idLayer/sequenceUpdateCa:vector
199.913550961951,1
295.911381136353,2
340.660161344406,3
375.875909080337,4
376.375909080337,5
376.875909080337,6
377.358827419232,7
380.426344845706,8
380.926344845706,9
381.426344845706,10
381.926344845706,11
382.007716388586,12
382.507716388586,13
383.007716388586,14
383.507716388586,15
384.007716388586,16
384.507716388586,17
385.007716388586,18
385.507716388586,19
386.007716388586,20
386.507716388586,21
387.007716388586,22
387.507716388586,23
388.007716388586,24
388.507716388586,25
389.007716388586,26
389.507716388586,27
390.007716388586,28
390.507716388586,29
391.007716388586,30
391.507716388586,31
392.007716388586,32
392.507716388586,33
393.007716388586,34
393.507716388586,35
394.007716388586,36
394.507716388586,37
395.007716388586,38
395.507716388586,39
396.007716388586,40
396.507716388586,41
397.007716388586,42
397.507716388586,43
398.007716388586,44
398.507716388586,45
399.007716388586,46
399.507716388586,47
400.007716388586,48
400.507716388586,49
400.534881325137,50
401.034881325137,51
401.534881325137,52
402.013314132628,53
