X,frankfurt_urban_n_vehicles_multi_radio.MA[1].udpApp[0]/endToEndDelay:vector
32.150953084705,0.00410915
32.159756069045,0.00291214
32.169747069045,0.00290314
32.185485084705,0.00864115
32.189094069045,0.00225014
32.201381092877,0.00453716
32.210152077217,0.00330815
32.219364107703,0.00252018
32.232965107703,0.00612118
32.239094077217,0.00225015
32.249094077217,0.00225015
32.264208077217,0.00736415
32.269927701001,0.00308377
32.279175107703,0.00233118
32.296201107703,0.00935718
32.299094077217,0.00225015
32.30909408527,0.00225015
32.31909408527,0.00225015
32.342308247485,0.0154643
32.349103075187,0.0122591
32.350675902889,0.00383197
32.35909408527,0.00225015
32.36909408527,0.00225015
32.381097130284,0.0042532
32.38971108527,0.00286715
32.39909408527,0.00225015
32.409094093184,0.00225016
32.419549951753,0.00270602
32.430410138384,0.00356621
32.439094093184,0.00225016
32.449094093184,0.00225016
32.459094093184,0.00225016
32.470089093184,0.00324516
32.48151115243,0.00466722
32.489882093184,0.00303816
32.499094093184,0.00225016
32.511475174181,0.00463124
32.519094101003,0.00225017
32.530080101003,0.00323617
32.539094101003,0.00225017
32.549094101003,0.00225017
32.559094101003,0.00225017
32.571030101003,0.00418617
32.579855101003,0.00301117
32.590179101003,0.00333517
32.608211503458,0.0113676
32.61282341978,0.00597949
32.621678195494,0.00483426
32.630233195494,0.00338926
32.643533195494,0.00668926
32.661009195494,0.0141653
32.665397111816,0.00855318
32.66982810868,0.00298418
32.686826195494,0.00998226
32.690925111816,0.00408118
32.700360203048,0.00351627
32.709094116234,0.00225018
32.719094116234,0.00225018
32.731804116234,0.00496018
32.743609116234,0.00676518
32.749238216388,0.00239428
32.759094116234,0.00225018
32.775922216388,0.00907828
32.779094116234,0.00225018
32.789094116234,0.00225018
32.802169223807,0.00532529
32.810332236847,0.00348831
32.820026123653,0.00318219
32.832754236847,0.00591031
32.853200236847,0.0163563
32.856826209495,0.00998228
32.867852182143,0.0110083
32.870447154791,0.00360322
32.879094123653,0.00225019
32.893456236847,0.00661231
32.899648123653,0.00280419
32.911336256921,0.00449233
32.922457256921,0.00561333
32.929094130983,0.0022502
32.939094130983,0.0022502
32.949094130983,0.0022502
32.959094130983,0.0022502
32.969094130983,0.0022502
32.979353800252,0.00250987
32.989094130983,0.0022502
33.000125130983,0.0032812
33.028411532971,0.0215676
33.033951559887,0.0171076
33.038635586803,0.0117917
33.040537613719,0.00369368
33.050026138193,0.00318221
33.059094138193,0.00225021
33.072295276575,0.00545135
33.103605540036,0.0267616
33.10743859323,0.0205947
33.108822646424,0.0119787
33.116931699618,0.0100878
33.121535752812,0.00469182
33.130062145258,0.00321821
33.140751145258,0.00390721
33.149094145258,0.00225021
33.159094145258,0.00225021
33.169900145258,0.00305621
33.180134295788,0.00329036
33.189810145258,0.00296621
33.201385315057,0.00454138
33.209094152207,0.00225022
33.220062152207,0.00321822
33.229094152207,0.00225022
33.239756152207,0.00291222
33.249094152207,0.00225022
33.259094152207,0.00225022
33.269094152207,0.00225022
33.282056315057,0.00521238
33.295441315057,0.00859738
33.299657152207,0.00281322
33.309094159046,0.00225023
33.319094159046,0.00225023
33.3295673343,0.0027234
33.339094159046,0.00225023
33.349094159046,0.00225023
33.359094159046,0.00225023
33.385968553824,0.0191246
33.387298659318,0.0104547
33.390627764812,0.00378383
33.4001523343,0.0033084
33.409094165754,0.00225023
33.419774165754,0.00293023
33.430685079757,0.00384115
33.44378535331,0.00694142
33.449819165754,0.00297523
33.461584165754,0.00474023
33.47280835331,0.00596442
33.494253560532,0.0174096
33.501819698329,0.0149758
33.507066855163,0.0102229
33.533583011997,0.0267391
33.538038168831,0.0211942
33.546130325665,0.0192864
33.558677482499,0.0218336
33.577021639333,0.0301777
33.580071796167,0.0232279
33.585742953001,0.018899
33.589207109835,0.0123632
33.591685266669,0.00484134
33.611639573572,0.0147956
33.641109938086,0.034266
33.64719512043,0.0303512
33.657622302774,0.0307784
33.660123485118,0.0232796
33.662079667462,0.0152357
33.663346849806,0.00650292
33.669094178794,0.00225025
33.679765178794,0.00292125
33.689094178794,0.00225025
33.699094178794,0.00225025
33.709067410582,0.00222348
33.722453410582,0.00560948
33.730863410582,0.00401948
33.740107410582,0.00326348
33.756287410582,0.00944348
33.759841618456,0.00299769
33.770107185144,0.00326325
33.790104579922,0.0132606
33.792033787796,0.00518986
33.799094185144,0.00225025
33.809094191392,0.00225026
33.81934643002,0.0025025
33.84703343002,0.0201895
33.84938566358,0.0125417
33.85072489714,0.00388097
33.860017191392,0.00317326
33.869094191392,0.00225026
33.881570191392,0.00472626
33.889094191392,0.00225026
33.899094191392,0.00225026
33.913982449404,0.00713852
33.929600449404,0.0127565
33.934563708452,0.00771978
33.939094197496,0.00225027
33.952317449404,0.00547352
33.960868449404,0.00402452
33.971997449404,0.00515352
33.997385592274,0.0205417
34.003015870738,0.0161719
34.011836155208,0.0149922
34.017028439678,0.0101845
34.028643724148,0.0117998
34.047551138078,0.0207072
34.054293422548,0.0174495
34.056312707018,0.00946878
34.061329991488,0.00448606
34.071183203502,0.00433927
34.079891203502,0.00304727
34.094640203502,0.00779627
34.101574488217,0.00473056
34.109783209373,0.00293928
34.121453488217,0.00460956
34.130889659047,0.00404573
34.139094209373,0.00225028
34.150035209373,0.00319128
34.159094209373,0.00225028
34.173654488217,0.00681056
34.179094209373,0.00225028
34.192344488217,0.00550056
34.199094209373,0.00225028
34.214217215146,0.00737328
34.235486609924,0.0186427
34.241535944826,0.014692
34.248634330856,0.0117904
34.253537691322,0.00669376
34.268284533172,0.0114406
34.276545893638,0.00970196
34.306115852099,0.0292719
34.310740253409,0.0238963
34.314477654719,0.0176337
34.321110056029,0.0142661
34.335579457339,0.0187355
34.339523858649,0.0126799
34.342473259959,0.00562933
34.353378568385,0.00653464
34.377840568385,0.0209966
34.385160969695,0.018317
34.394394371005,0.0175504
34.397046772315,0.0102028
34.401081194769,0.00423726
34.409094226277,0.00225029
34.425909226277,0.00906529
34.429094226277,0.00225029
34.439094226277,0.00225029
34.449373578812,0.00252965
34.468452678127,0.0116087
34.483834119891,0.0169902
34.488377561655,0.0115336
34.492313003419,0.00546907
34.514982698954,0.0181388
34.518283180858,0.0114392
34.521678662762,0.00483473
34.555814698954,0.0289708
34.570386192492,0.0235423
34.585949735266,0.0291058
34.59011021717,0.0232663
34.601189704366,0.0243458
34.621532272872,0.0346883
34.62628279457,0.0294389
34.631519316268,0.0246754
34.634117837966,0.0172739
34.637049359664,0.0102054
34.639800881362,0.00295695
34.673808719394,0.0269648
34.680796241092,0.0239523
34.69282876279,0.0259848
34.700132284488,0.0232884
34.727312845614,0.0404689
34.73450240674,0.0376585
34.746327967866,0.039484
34.751074528992,0.0342306
34.759264090118,0.0324202
34.766728651244,0.0298847
34.76877321237,0.0219293
34.771839773496,0.0149958
34.776441334622,0.0095974
34.796936928432,0.020093
34.800530494609,0.0136866
34.803656094873,0.00681216
34.814597740926,0.00775381
34.82001724719,0.00317332
34.831545847454,0.00470192
34.839364660037,0.00252073
34.866498759352,0.0196548
34.872325359616,0.0154814
34.902740092742,0.0258962
34.911217731868,0.0243738
34.917341370994,0.0204974
34.92030901012,0.0134651
34.925987649246,0.00914372
34.931211288372,0.00436736
34.939094252148,0.00225032
34.95518377483,0.00833984
34.959094252148,0.00225032
34.987232778838,0.0203888
34.995967417964,0.0191235
34.99805705709,0.0112131
35.006858729985,0.0100148
35.011879407695,0.00503548
35.021902820052,0.00505889
35.033454808599,0.00661088
35.049563808599,0.0127199
35.053859486309,0.00701555
35.06044969871,0.00360577
35.096035798025,0.0291919
35.103069501915,0.0262256
35.108576217849,0.0217323
35.112367933783,0.015524
35.124902624445,0.0180587
35.145686340379,0.0288424
35.157094056313,0.0302501
35.162619772247,0.0257758
35.181669462909,0.0348255
35.201125158177,0.0442812
35.204182912043,0.037339
35.238604625793,0.0617607
35.242405379659,0.0555614
35.261016093409,0.0641722
35.276447807159,0.0696039
35.279172561025,0.0623286
35.289784314891,0.0629404
35.296709068757,0.0598651
35.314855800703,0.0680119
35.317571592201,0.0607277
35.320728383699,0.0538845
35.326492175197,0.0496482
35.329171966695,0.042328
35.352124758193,0.0552808
35.356020549691,0.0491766
35.366957341189,0.0501134
35.379434132687,0.0525902
35.383405924185,0.046562
35.399730660609,0.0528867
35.404841493826,0.0479976
35.408408322672,0.0415644
35.411970151518,0.0351262
35.414955980364,0.028112
35.43312680921,0.0362829
35.453316567854,0.0464726
35.4622893967,0.0454455
35.469885225546,0.0430413
35.489430054392,0.0525861
35.497119883238,0.050276
35.502617716343,0.0457738
35.506625582257,0.0397817
35.517345448171,0.0405015
35.532607228643,0.0457633
35.537871094557,0.0410272
35.547532960471,0.040689
35.558287826385,0.0414439
35.564460692299,0.0376168
35.588726558213,0.0518826
35.613155355928,0.0663114
35.621399258582,0.0645553
35.636417587284,0.0695737
35.639484489938,0.0626406
35.659520392592,0.0726765
35.678586194448,0.0817423
35.681401097102,0.0745572
35.684017999756,0.0671741
35.723257818566,0.0964139
35.758898641434,0.122055
35.766828580608,0.119985
35.774878519782,0.118035
35.780601458956,0.113758
35.804696298498,0.127852
35.80758327387,0.120739
35.822877117324,0.126033
35.829672092696,0.122828
35.838659068068,0.121815
