X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
198.742272641773,1
199.742272641773,2
201.742272641773,3
205.742272641773,4
213.742272641773,5
229.742272641773,6
261.742272641773,7
291.340883217664,1
292.340883217664,2
294.340883217664,3
298.340883217664,4
306.340883217664,5
322.340883217664,6
333.979246629547,1
334.979246629547,2
336.979246629547,3
340.979246629547,4
348.979246629547,5
364.979246629547,6
396.979246629547,7
399.772900230148,1
400.772900230148,2
402.772900230148,3
406.772900230148,4
