X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
205.224103873646,1
206.224103873646,2
208.224103873646,3
212.224103873646,4
220.224103873646,5
236.224103873646,6
268.224103873646,7
294.365365782838,1
295.365365782838,2
297.365365782838,3
301.365365782838,4
309.365365782838,5
325.365365782838,6
341.088592802979,1
342.088592802979,2
344.088592802979,3
348.088592802979,4
356.088592802979,5
372.088592802979,6
401.404341616151,1
402.404341616151,2
404.404341616151,3
408.404341616151,4
