X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
190.863873660365,1
191.863873660365,2
193.863873660365,3
197.863873660365,4
205.863873660365,5
221.863873660365,6
253.863873660365,7
285.863873660365,8
289.501489767285,1
290.501489767285,2
292.501489767285,3
296.501489767285,4
304.501489767285,5
320.501489767285,6
337.793280563613,1
338.793280563613,2
340.793280563613,3
344.793280563613,4
352.793280563613,5
368.793280563613,6
398.945846762287,1
399.945846762287,2
401.945846762287,3
405.945846762287,4
