X,frankfurt_urban_n_vehicles_mipv6.MA[5].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
209.73819187531,1
210.73819187531,2
212.73819187531,3
216.73819187531,4
224.73819187531,5
240.73819187531,6
272.73819187531,7
300.218503644892,1
301.218503644892,2
303.218503644892,3
307.218503644892,4
315.218503644892,5
331.218503644892,6
342.465853413545,1
343.465853413545,2
345.465853413545,3
349.465853413545,4
357.465853413545,5
373.465853413545,6
384.886826267923,1
385.886826267923,2
387.886826267923,3
391.886826267923,4
399.886826267923,5
405.465853413545,7
406.14302768506,6
407.14302768506,7
