X,frankfurt_urban_n_vehicles_mipv6.MA[7].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
207.962301827879,1
208.962301827879,2
210.962301827879,3
214.962301827879,4
222.962301827879,5
238.962301827879,6
270.962301827879,7
302.962301827879,8
303.520765081736,1
304.520765081736,2
306.520765081736,3
310.520765081736,4
318.520765081736,5
334.520765081736,6
347.755130711511,1
348.755130711511,2
350.755130711511,3
354.755130711511,4
362.755130711511,5
378.755130711511,6
