X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
73.583560242558,1
74.583560242558,2
98.565573302534,3
164.945844286291,4
228.695663378905,5
320.00047975885,6
