X,frankfurt_urban_mipv6.MA[0].udp/rcvdPk:vector(packetBytes),frankfurt_urban_mipv6.MA[0].udpApp[0]/rcvdPk:vector(packetBytes)
30.228223661382,1008,1000
30.228847494444,1008,1000
30.229390327506,1008,1000
30.230194160568,1008,1000
30.23153899363,1008,1000
30.233238826692,1008,1000
30.233988659754,1008,1000
30.235616492816,1008,1000
30.236348325878,1008,1000
30.23708915894,1008,1000
30.237667992002,1008,1000
30.238958825064,1008,1000
30.239726658126,1008,1000
30.240341491188,1008,1000
30.24089332425,1008,1000
30.242987990374,1008,1000
30.243611823436,1008,1000
30.253856575574,1008,1000
30.263829575574,1008,1000
30.27447792537,1008,1000
30.282924589312,1008,1000
30.293955589312,1008,1000
30.303964603088,1008,1000
30.313325002204,1008,1000
30.329837998948,1008,1000
30.333766603088,1008,1000
30.342924603088,1008,1000
30.352924603088,1008,1000
30.362924603088,1008,1000
30.372959314614,1008,1000
30.382924616864,1008,1000
30.392924616864,1008,1000
30.403766630658,1008,1000
30.413157868154,1008,1000
30.422924630658,1008,1000
30.432924630658,1008,1000
30.442924630658,1008,1000
30.452924630658,1008,1000
30.46353786454,1008,1000
30.474428630658,1008,1000
30.483848869836,1008,1000
30.492924644452,1008,1000
30.50292465831,1008,1000
30.51292465831,1008,1000
30.52385665831,1008,1000
30.53493265831,1008,1000
30.54346965831,1008,1000
30.55468065831,1008,1000
30.56366765831,1008,1000
30.57292465831,1008,1000
30.582924672168,1008,1000
30.593604672168,1008,1000
30.60292468605,1008,1000
30.61292468605,1008,1000
30.62347868605,1008,1000
30.63292468605,1008,1000
30.64292468605,1008,1000
30.65292468605,1008,1000
30.66292468605,1008,1000
30.67372168605,1008,1000
30.682924699932,1008,1000
30.692924699932,1008,1000
30.70389271389,1008,1000
30.714142606651,1008,1000
30.72378471389,1008,1000
30.73399171389,1008,1000
30.74292471389,1008,1000
30.754317510806,1008,1000
30.76292471389,1008,1000
30.77292471389,1008,1000
30.783811727848,1008,1000
30.792924727848,1008,1000
30.804009742075,1008,1000
30.812924742075,1008,1000
30.822924742075,1008,1000
30.833079761504,1008,1000
30.842924742075,1008,1000
30.853973742075,1008,1000
30.864116911833,1008,1000
30.872924742075,1008,1000
30.882924756302,1008,1000
30.892924756302,1008,1000
30.903919770739,1008,1000
30.912924770739,1008,1000
30.923731790378,1008,1000
30.932924770739,1008,1000
30.942924770739,1008,1000
30.953478770739,1008,1000
30.962924770739,1008,1000
30.972924770739,1008,1000
30.983541785176,1008,1000
30.993559785176,1008,1000
31.005535799418,1008,1000
31.012924799418,1008,1000
31.022924799418,1008,1000
31.032924799418,1008,1000
31.042924799418,1008,1000
31.053676799418,1008,1000
31.062924799418,1008,1000
31.072924799418,1008,1000
31.08292481366,1008,1000
31.09292481366,1008,1000
31.103560845785,1008,1000
31.112924827587,1008,1000
31.126994827587,1008,1000
31.132924827587,1008,1000
31.142924827587,1008,1000
31.152924827587,1008,1000
31.162924827587,1008,1000
31.172924827587,1008,1000
31.182924841514,1008,1000
31.192924841514,1008,1000
31.202924855186,1008,1000
31.212924855186,1008,1000
31.223955486269,1008,1000
31.232924855186,1008,1000
31.242924855186,1008,1000
31.252924855186,1008,1000
31.264626855186,1008,1000
31.272924855186,1008,1000
31.283756676532,1008,1000
31.292924868858,1008,1000
31.304018882412,1008,1000
31.313828882412,1008,1000
31.32492547431,1008,1000
31.332924882412,1008,1000
31.344905882412,1008,1000
31.354067302715,1008,1000
31.364590882412,1008,1000
31.373505882412,1008,1000
31.383829895966,1008,1000
31.397563016926,1008,1000
31.402924909401,1008,1000
31.412924909401,1008,1000
31.423927909401,1008,1000
31.432924909401,1008,1000
31.445598909401,1008,1000
31.454608909401,1008,1000
31.464545909401,1008,1000
31.473721909401,1008,1000
31.482924922836,1008,1000
31.492924922836,1008,1000
31.5074640841,1008,1000
31.512924936151,1008,1000
31.522924936151,1008,1000
31.532924936151,1008,1000
31.543676936151,1008,1000
31.554419936151,1008,1000
31.562924936151,1008,1000
31.574041936151,1008,1000
31.583842105844,1008,1000
31.593569954668,1008,1000
31.602924962664,1008,1000
31.612924962664,1008,1000
31.624392962664,1008,1000
31.632924962664,1008,1000
31.642924962664,1008,1000
31.652924962664,1008,1000
31.662924962664,1008,1000
31.675517962664,1008,1000
31.683604975862,1008,1000
31.693775975862,1008,1000
31.704419988953,1008,1000
31.715801988953,1008,1000
31.722924988953,1008,1000
31.733802988953,1008,1000
31.743721988953,1008,1000
31.754842988953,1008,1000
31.763514462298,1008,1000
31.773892988953,1008,1000
31.783803002044,1008,1000
31.792925002044,1008,1000
31.803713015011,1008,1000
31.812925015011,1008,1000
31.823623015011,1008,1000
31.834555015011,1008,1000
31.842925015011,1008,1000
31.85389903318,1008,1000
31.865730015011,1008,1000
31.872925015011,1008,1000
31.882925027978,1008,1000
31.892925027978,1008,1000
31.905023040819,1008,1000
31.914960040819,1008,1000
31.926708338229,1008,1000
31.944557356272,1008,1000
31.946653653682,1008,1000
31.952925040819,1008,1000
31.963992040819,1008,1000
31.972925040819,1008,1000
31.98292505366,1008,1000
31.99347905366,1008,1000
32.003578066374,1008,1000
32.013506066374,1008,1000
32.026460363784,1008,1000
32.033758066374,1008,1000
32.043794066374,1008,1000
32.054207066374,1008,1000
32.062925066374,1008,1000
32.07974608429,1008,1000
32.083839079088,1008,1000
32.094951079088,1008,1000
32.102925091675,1008,1000
32.114330091675,1008,1000
32.122925091675,1008,1000
32.140057396597,1008,1000
32.142925091675,1008,1000
32.156576091675,1008,1000
32.164307737351,1008,1000
32.174249091675,1008,1000
32.187481104262,1008,1000
32.193687828067,1008,1000
32.20351511672,1008,1000
32.21579939042,1008,1000
32.225597751865,1008,1000
32.23441111672,1008,1000
32.24383011672,1008,1000
32.25292511672,1008,1000
32.26356911672,1008,1000
32.28245613438,1008,1000
32.283446649383,1008,1000
32.293279530451,1008,1000
32.303312026068,1008,1000
32.314249141507,1008,1000
32.324028141507,1008,1000
32.333587141507,1008,1000
