X,frankfurt_urban_mipv6.MA[0].udpApp[0]/rcvdPkLifetime:vector
30.228756984007,0.228757
30.229344731051,0.219345
30.230612478095,0.210612
30.231831225139,0.201831
30.233013972183,0.193014
30.233772719227,0.183773
30.234549466271,0.174549
30.235236213315,0.165236
30.235958960359,0.155959
30.236618707403,0.146619
30.237233454447,0.137233
30.237992201491,0.127992
30.238552948535,0.118553
30.239185695579,0.109186
30.239728442623,0.0997284
30.241780189667,0.0917802
30.243884936711,0.0838849
30.252668981047,0.082669
30.262668981047,0.082669
30.272668981047,0.082669
30.282668994796,0.082669
30.292668994796,0.082669
30.303781008596,0.083781
30.314830549783,0.0848305
30.322700767267,0.0827008
30.333403008596,0.083403
30.343538008596,0.083538
30.353399616359,0.0833996
30.362669008596,0.082669
30.372669008596,0.082669
30.384080043893,0.08408
30.393682022396,0.083682
30.403628036228,0.083628
30.412669036228,0.082669
30.422669036228,0.082669
30.433583036228,0.083583
30.443664036228,0.083664
30.452669036228,0.082669
30.462669036228,0.082669
30.472669036228,0.082669
30.483871288568,0.0838713
30.49266905006,0.0826691
30.503376063911,0.0833761
30.513225119943,0.0832251
30.522669063911,0.0826691
30.532669063911,0.0826691
30.542669063911,0.0826691
30.552669063911,0.0826691
30.565516866219,0.0855169
30.572669063911,0.0826691
30.582669077762,0.0826691
30.592669077762,0.0826691
30.60332209162,0.0833221
30.61334009162,0.0833401
30.62332209162,0.0833221
30.63266909162,0.0826691
30.64266909162,0.0826691
30.65266909162,0.0826691
30.66341209162,0.0834121
30.67266909162,0.0826691
30.682669105478,0.0826691
30.694110105478,0.0841101
30.702983119395,0.0829831
30.712669119395,0.0826691
30.722669119395,0.0826691
30.732669119395,0.0826691
30.742669119395,0.0826691
30.752669119395,0.0826691
30.762669119395,0.0826691
30.774703898896,0.0847039
30.789218568755,0.0892186
30.792669133312,0.0826691
30.802669147258,0.0826691
30.812669147258,0.0826691
30.824542147258,0.0845421
30.833707600663,0.0837076
30.842669147258,0.0826691
30.853391597404,0.0833916
30.862669147258,0.0826691
30.872669147258,0.0826691
30.882669161204,0.0826692
30.892669161204,0.0826692
30.903175625338,0.0831756
30.912669175171,0.0826692
30.923601175171,0.0836012
30.935001175171,0.0850012
30.942669175171,0.0826692
30.952669175171,0.0826692
30.962669175171,0.0826692
30.972669175171,0.0826692
30.983691189138,0.0836912
30.993461980067,0.083462
31.00342120327,0.0834212
31.01652320327,0.0865232
31.02335820327,0.0833582
31.03266920327,0.0826692
31.04366420327,0.0836642
31.053364653602,0.0833647
31.06266920327,0.0826692
31.07266920327,0.0826692
31.083010466602,0.0830105
31.093259217402,0.0832592
31.102669231803,0.0826692
31.113314103543,0.0833141
31.122669231803,0.0826692
31.134371231803,0.0843712
31.142669231803,0.0826692
31.152669231803,0.0826692
31.166653501204,0.0866535
31.172669231803,0.0826692
31.182669246204,0.0826692
31.192669246204,0.0826692
31.202669260679,0.0826693
31.212669260679,0.0826693
31.222669260679,0.0826693
31.233903260679,0.0839033
31.244648079479,0.0846481
31.252669260679,0.0826693
31.262669260679,0.0826693
31.273772260679,0.0837723
31.282669275154,0.0826693
31.29297816652,0.0829782
31.30266928936,0.0826693
31.31266928936,0.0826693
31.32411028936,0.0841103
31.33266928936,0.0826693
31.34266928936,0.0826693
31.35330428936,0.0833043
31.36266928936,0.0826693
31.374069744526,0.0840697
31.383457303566,0.0834573
31.393439303566,0.0834393
31.404560317423,0.0845603
31.415181317423,0.0851813
31.423628317423,0.0836283
31.432669317423,0.0826693
31.443601317423,0.0836013
31.452669317423,0.0826693
31.462669317423,0.0826693
31.473781317423,0.0837813
31.48266933128,0.0826693
31.49510933128,0.0851093
31.502669344954,0.0826693
31.513376344954,0.0833763
31.523831344954,0.0838313
31.532669344954,0.0826693
31.543628344954,0.0836283
31.552669344954,0.0826693
31.564191344954,0.0841913
31.572669344954,0.0826693
31.582669358628,0.0826694
31.592669358628,0.0826694
31.602669372181,0.0826694
31.612669372181,0.0826694
31.622669372181,0.0826694
31.633232372181,0.0832324
31.644871372181,0.0848714
31.653673372181,0.0836734
31.663547372181,0.0835474
31.672669372181,0.0826694
31.682669385734,0.0826694
31.692669385734,0.0826694
31.704632399166,0.0846324
31.713673399166,0.0836734
31.722669399166,0.0826694
31.732669399166,0.0826694
31.749169399166,0.0891694
31.753538399166,0.0835384
31.763340399166,0.0833404
31.773193848798,0.0831938
31.782669412598,0.0826694
31.793484412598,0.0834844
31.802669425907,0.0826694
31.812669425907,0.0826694
31.822669425907,0.0826694
31.833331425907,0.0833314
31.842669425907,0.0826694
31.854821425907,0.0848214
31.862669425907,0.0826694
31.874785425907,0.0847854
31.882669439216,0.0826694
31.893403439216,0.0834034
31.902686280605,0.0826863
31.914272452403,0.0842725
31.922669452403,0.0826695
31.932669452403,0.0826695
31.94429690179,0.0842969
31.952669452403,0.0826695
31.962669452403,0.0826695
31.972669452403,0.0826695
31.98266946559,0.0826695
31.99266946559,0.0826695
32.002669478652,0.0826695
32.014335478652,0.0843355
32.023610478652,0.0836105
32.032669478652,0.0826695
32.042669478652,0.0826695
32.052669478652,0.0826695
32.062669478652,0.0826695
32.073062911048,0.0830629
32.083682491714,0.0836825
32.093277491714,0.0832775
32.103375820836,0.0833758
32.11266950465,0.0826695
32.12298350465,0.0829835
32.13266950465,0.0826695
32.14476750465,0.0847675
32.15325950465,0.0832595
32.16375450465,0.0837545
32.17266950465,0.0826695
32.184196200636,0.0841962
32.192669517586,0.0826695
32.206789351091,0.0867894
32.212669530393,0.0826695
32.222669530393,0.0826695
32.233367530393,0.0833675
32.243511530393,0.0835115
32.254407745958,0.0844077
32.262669530393,0.0826695
32.272669530393,0.0826695
32.2826695432,0.0826695
32.2926695432,0.0826695
32.302669555879,0.0826696
32.312669555879,0.0826696
32.323745555879,0.0837456
32.334353555879,0.0843536
32.342669555879,0.0826696
32.355884555879,0.0858846
32.367148555879,0.0871486
32.373511555879,0.0835116
32.382669568558,0.0826696
32.393718568558,0.0837186
32.402669581107,0.0826696
32.413520581107,0.0835206
32.423736581107,0.0837366
32.435789581107,0.0857896
32.442669581107,0.0826696
32.452669581107,0.0826696
32.463520581107,0.0835206
32.472669581107,0.0826696
32.490028683952,0.0900287
32.494505631368,0.0845056
32.503527054694,0.0835271
32.516415606075,0.0864156
32.522669606075,0.0826696
32.53428962875,0.0842896
32.542669606075,0.0826696
32.553250606075,0.0832506
32.563250606075,0.0832506
32.577389207587,0.0873892
32.585145618494,0.0851456
32.595208618494,0.0852086
32.602669630781,0.0826696
32.612669630781,0.0826696
32.622669630781,0.0826696
32.634905026097,0.084905
32.642669630781,0.0826696
32.654299630781,0.0842996
32.662669630781,0.0826696
32.675259474584,0.0852595
32.683277643068,0.0832776
32.695762643068,0.0857626
32.710346029696,0.090346
32.717581602053,0.0875816
32.724443655224,0.0844437
32.740056655224,0.0900567
32.744902074852,0.0849021
32.75790005054,0.0879001
32.764364655224,0.0843647
32.775117655224,0.0851177
32.78266966738,0.0826697
32.794404013124,0.084404
32.806635650987,0.0866357
32.818850679402,0.0888507
32.823155650674,0.0831557
32.834391836161,0.0843918
32.859836650674,0.0998367
32.861173094346,0.0911731
32.862669679402,0.0826697
32.872669679402,0.0826697
32.887831214787,0.0878312
32.892669691424,0.0826697
32.902669703313,0.0826697
32.914833170763,0.0848332
32.923518885515,0.0835189
32.937915287865,0.0879153
32.942926670035,0.0829267
32.952669703313,0.0826697
32.966040029008,0.08604
32.974974703313,0.0849747
32.994020151402,0.0940202
32.998364151402,0.0883642
33.01962092852,0.0996209
33.020826174912,0.0908262
33.023484726957,0.0834847
33.033430726957,0.0834307
33.044119726957,0.0841197
33.054488726957,0.0844887
33.064799341837,0.0847993
33.073297726957,0.0832977
33.082669738712,0.0826697
33.094905485687,0.0849055
33.105492750368,0.0854928
33.119974712496,0.0899747
33.12402974104,0.0840297
33.135393750368,0.0853938
33.168793198224,0.108793
33.170270198224,0.10027
33.172875226768,0.0928752
33.17412574104,0.0841257
33.182669762024,0.0826698
33.192669762024,0.0826698
33.211743221308,0.0917432
33.213367773566,0.0833678
33.227707773566,0.0877078
33.233798773566,0.0837988
33.246727864464,0.0867279
33.25396680211,0.0839668
33.264806310922,0.0848063
33.274355773566,0.0843558
33.286005785108,0.0860058
33.293608221308,0.0836082
33.307576796515,0.0875768
33.312669796515,0.0826698
33.322669796515,0.0826698
33.341725244122,0.0917252
33.362216446299,0.102216
33.362913006469,0.092913
33.364325566639,0.0843256
33.376715841902,0.0867158
33.382669807922,0.0826698
33.395426244122,0.0854262
33.403376819191,0.0833768
33.415951819191,0.0859518
33.42350526666,0.0835053
33.460351567315,0.100352
33.461625150023,0.0916252
33.464028732731,0.0840287
33.479736379361,0.0897364
33.48298383046,0.0829838
33.51642328892,0.106423
33.53056028892,0.11056
33.542078142245,0.112078
33.543369724953,0.10337
33.55136528892,0.101365
33.555505893888,0.0955059
33.558296498856,0.0882965
33.57440728892,0.0944073
33.575202893888,0.0852029
33.58647285272,0.0864729
33.59452385272,0.0845239
33.603861863711,0.0838619
33.613686468679,0.0836865
33.625700863711,0.0857009
33.633459117611,0.0834591
33.650284167857,0.0902842
33.654891863711,0.0848919
33.663915863711,0.0839159
