X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
66.686252039388,1
67.686252039388,2
105.344835984837,3
169.509484964455,4
222.865565234986,5
223.865565234986,6
225.865565234986,7
229.865565234986,8
237.865565234986,9
330.341290095934,10
