X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
107.409708495631,1
108.409708495631,2
172.451818151262,3
229.004168031735,4
230.004168031735,5
232.004168031735,6
352.601310412459,7
437.746590942916,8
