X,frankfurt_urban_mipv6.MA[0].udpApp[0]/rcvdPkLifetime:vector
30.227528413745,0.227528
30.228260181399,0.21826
30.228919949053,0.20892
30.23273054397,0.202731
30.233417311624,0.193417
30.234185079278,0.184185
30.234808846932,0.174809
30.235423614586,0.165424
30.23613738224,0.156137
30.236860149894,0.14686
30.237555917548,0.137556
30.238098685202,0.128099
30.238668452856,0.118668
30.24019722051,0.110197
30.242219755818,0.10222
30.243447523472,0.0934475
30.245030291126,0.0850303
30.252695622707,0.0826956
30.262695622707,0.0826956
30.273582622707,0.0835826
30.283492636466,0.0834926
30.292695636466,0.0826956
30.302695650268,0.0826957
30.312695650268,0.0826957
30.328523165078,0.0885232
30.333555650268,0.0835557
30.342695650268,0.0826957
30.353699650268,0.0836997
30.363609650268,0.0836097
30.372695650268,0.0826957
30.38370866407,0.0837087
30.39409166407,0.0840917
30.402695677907,0.0826957
30.412695677907,0.0826957
30.423807677907,0.0838077
30.432695677907,0.0826957
30.444200506214,0.0842005
30.452695677907,0.0826957
30.462695677907,0.0826957
30.472695677907,0.0826957
30.482695691744,0.0826957
30.492695691744,0.0826957
30.503600705618,0.0836007
30.512695705618,0.0826957
30.524595705618,0.0845957
30.533429705618,0.0834297
30.542695705618,0.0826957
30.552695705618,0.0826957
30.562695705618,0.0826957
30.572695705618,0.0826957
30.583474719492,0.0834747
30.592695719492,0.0826957
30.604301630688,0.0843016
30.612695733374,0.0826957
30.622695733374,0.0826957
30.632695733374,0.0826957
30.642695733374,0.0826957
30.652695733374,0.0826957
30.662695733374,0.0826957
30.672695733374,0.0826957
30.686125723184,0.0861257
30.692695747256,0.0826957
30.702695761192,0.0826958
30.712695761192,0.0826958
30.723681761192,0.0836818
30.732695761192,0.0826958
30.742695761192,0.0826958
30.752695761192,0.0826958
30.763240761192,0.0832408
30.772695761192,0.0826958
30.782695775128,0.0826958
30.792695775128,0.0826958
30.802695789081,0.0826958
30.814082789081,0.0840828
30.822695789081,0.0826958
30.832695789081,0.0826958
30.842695789081,0.0826958
30.852695789081,0.0826958
30.862695789081,0.0826958
30.872695789081,0.0826958
30.882695803034,0.0826958
30.892695803034,0.0826958
30.903717817115,0.0837178
30.912695817115,0.0826958
30.922695817115,0.0826958
30.932695817115,0.0826958
30.943285817115,0.0832858
30.953109956929,0.08311
30.962695817115,0.0826958
30.972695817115,0.0826958
30.982695831196,0.0826958
30.992695831196,0.0826958
31.003327122004,0.0833271
31.014019845522,0.0840198
31.022695845522,0.0826958
31.033627845522,0.0836278
31.042695845522,0.0826958
31.053798845522,0.0837988
31.064595845522,0.0845958
