X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
68.657521660703,1
69.657521660703,2
105.805567857334,3
160.918310786597,4
230.546553962316,5
332.637889874301,6
436.004030986833,7
