X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
63.204603635149,1
64.204603635149,2
102.420188551579,3
105.469386910294,4
106.469386910294,5
107.069734597957,6
108.069734597957,7
175.437126216443,8
225.794367906801,9
226.794367906801,10
228.794367906801,11
232.794367906801,12
386.647870267533,13
436.37120993316,14
