X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
70.665515370272,1
71.665515370272,2
101.010655075079,3
171.346049360873,4
228.902228516306,5
229.902228516306,6
317.83321521141,7
