X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
69.182257080774,1
70.182257080774,2
103.820304513282,3
169.382523018725,4
209.640009025605,5
263.109754711867,6
333.15008584162,7
