X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
66.324514735739,1
67.324514735739,2
101.77350104033,3
176.595182330282,4
229.372074184166,5
230.372074184166,6
232.372074184166,7
236.372074184166,8
361.371146390086,9
