X,frankfurt_urban_mipv6.MA[0].udp/rcvdPk:vector(packetBytes),frankfurt_urban_mipv6.MA[0].udpApp[0]/rcvdPk:vector(packetBytes)
30.228756984007,1008,1000
30.229344731051,1008,1000
30.230612478095,1008,1000
30.231831225139,1008,1000
30.233013972183,1008,1000
30.233772719227,1008,1000
30.234549466271,1008,1000
30.235236213315,1008,1000
30.235958960359,1008,1000
30.236618707403,1008,1000
30.237233454447,1008,1000
30.237992201491,1008,1000
30.238552948535,1008,1000
30.239185695579,1008,1000
30.239728442623,1008,1000
30.241780189667,1008,1000
30.243884936711,1008,1000
30.252668981047,1008,1000
30.262668981047,1008,1000
30.272668981047,1008,1000
30.282668994796,1008,1000
30.292668994796,1008,1000
30.303781008596,1008,1000
30.314830549783,1008,1000
30.322700767267,1008,1000
30.333403008596,1008,1000
30.343538008596,1008,1000
30.353399616359,1008,1000
30.362669008596,1008,1000
30.372669008596,1008,1000
30.384080043893,1008,1000
30.393682022396,1008,1000
30.403628036228,1008,1000
30.412669036228,1008,1000
30.422669036228,1008,1000
30.433583036228,1008,1000
30.443664036228,1008,1000
30.452669036228,1008,1000
30.462669036228,1008,1000
30.472669036228,1008,1000
30.483871288568,1008,1000
30.49266905006,1008,1000
30.503376063911,1008,1000
30.513225119943,1008,1000
30.522669063911,1008,1000
30.532669063911,1008,1000
30.542669063911,1008,1000
30.552669063911,1008,1000
30.565516866219,1008,1000
30.572669063911,1008,1000
30.582669077762,1008,1000
30.592669077762,1008,1000
30.60332209162,1008,1000
30.61334009162,1008,1000
30.62332209162,1008,1000
30.63266909162,1008,1000
30.64266909162,1008,1000
30.65266909162,1008,1000
30.66341209162,1008,1000
30.67266909162,1008,1000
30.682669105478,1008,1000
30.694110105478,1008,1000
30.702983119395,1008,1000
30.712669119395,1008,1000
30.722669119395,1008,1000
30.732669119395,1008,1000
30.742669119395,1008,1000
30.752669119395,1008,1000
30.762669119395,1008,1000
30.774703898896,1008,1000
30.789218568755,1008,1000
30.792669133312,1008,1000
30.802669147258,1008,1000
30.812669147258,1008,1000
30.824542147258,1008,1000
30.833707600663,1008,1000
30.842669147258,1008,1000
30.853391597404,1008,1000
30.862669147258,1008,1000
30.872669147258,1008,1000
30.882669161204,1008,1000
30.892669161204,1008,1000
