X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
193.329959572513,1
194.329959572513,2
196.329959572513,3
200.329959572513,4
208.329959572513,5
224.329959572513,6
256.329959572513,7
288.329959572513,8
297.265662151308,1
298.265662151308,2
300.265662151308,3
304.265662151308,4
312.265662151308,5
328.265662151308,6
338.815966564648,1
339.815966564648,2
341.815966564648,3
345.815966564648,4
353.815966564648,5
369.815966564648,6
401.815966564648,7
407.53069826059,1
408.53069826059,2
410.53069826059,3
414.53069826059,4
422.53069826059,5
