X,frankfurt_urban_n_vehicles_mipv6.MA[6].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
193.715739657832,1
194.715739657832,2
196.715739657832,3
200.715739657832,4
208.715739657832,5
224.715739657832,6
256.715739657832,7
288.715739657832,8
294.508145610272,1
295.508145610272,2
297.508145610272,3
301.508145610272,4
309.508145610272,5
325.508145610272,6
337.15156745142,1
338.15156745142,2
340.15156745142,3
344.15156745142,4
352.15156745142,5
368.15156745142,6
400.15156745142,7
410.918156403978,1
411.918156403978,2
413.918156403978,3
417.918156403978,4
425.918156403978,5
