X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
203.59559534065,1
204.59559534065,2
206.59559534065,3
210.59559534065,4
218.59559534065,5
234.59559534065,6
266.59559534065,7
291.41234848818,1
292.41234848818,2
294.41234848818,3
298.41234848818,4
306.41234848818,5
322.41234848818,6
341.745339606919,1
342.745339606919,2
344.745339606919,3
348.745339606919,4
356.745339606919,5
372.745339606919,6
377.228531676364,1
378.228531676364,2
380.228531676364,3
384.228531676364,4
392.228531676364,5
403.041795614897,6
404.745339606919,7
436.745339606919,8
