X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
194.669778412023,1
195.669778412023,2
197.669778412023,3
201.669778412023,4
209.669778412023,5
225.669778412023,6
257.669778412023,7
289.669778412023,8
295.599780449781,1
296.599780449781,2
298.599780449781,3
302.599780449781,4
310.599780449781,5
326.599780449781,6
342.862964221352,1
343.862964221352,2
345.862964221352,3
349.862964221352,4
357.862964221352,5
373.862964221352,6
