X,frankfurt_urban_n_vehicles_mipv6.MA[6].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
156.341342562659,1
157.341342562659,2
159.341342562659,3
163.341342562659,4
171.341342562659,5
187.341342562659,6
219.341342562659,7
251.341342562659,8
283.341342562659,9
295.292874560665,1
296.292874560665,2
298.292874560665,3
302.292874560665,4
310.292874560665,5
326.292874560665,6
337.881254108957,1
338.881254108957,2
340.881254108957,3
344.881254108957,4
352.881254108957,5
368.881254108957,6
400.881254108957,7
403.081348231821,1
404.081348231821,2
406.081348231821,3
