X,frankfurt_urban_n_vehicles_mipv6.MA[2].udpApp[0]/rcvdPkLifetime:vector
34.466309089335,0.218778
34.467036183303,0.209505
34.467685285441,0.200154
34.468936371239,0.191405
34.470428465207,0.182898
34.471002559175,0.173472
34.471693653143,0.164163
34.472492747111,0.154962
34.473093841079,0.145563
34.475858390687,0.138327
34.476423484655,0.128893
34.478068578623,0.120538
34.52902606529,0.161495
34.536258423117,0.158727
34.585684762254,0.198154
34.586303871198,0.188773
34.590613022114,0.183082
34.592931597572,0.175401
34.597567073602,0.170036
34.605502892324,0.167972
34.607466493158,0.159936
34.609547093992,0.152016
34.618508409161,0.150977
34.620328009995,0.142797
34.631398402074,0.143867
34.638786409161,0.141255
34.650021457235,0.142491
34.654912886482,0.137382
34.658722536274,0.131192
34.659440659994,0.12191
34.660794186066,0.113263
34.664015178553,0.106484
34.689382981717,0.121852
34.697444108623,0.119913
34.703136817983,0.115606
34.709810398659,0.112279
34.710555536901,0.103025
34.719011423683,0.10148
34.721321049413,0.0937901
34.732065293663,0.0945343
34.737849497075,0.0903185
34.739130635317,0.0815997
34.742860748535,0.0753298
34.745969497075,0.0684385
34.784510601288,0.0969796
34.816908949551,0.119378
34.817510102115,0.109979
34.823898402587,0.106367
34.826951447217,0.0994205
34.831388250017,0.0938573
34.840577938929,0.093047
34.896923962686,0.139393
34.906860217955,0.139329
34.961136406735,0.183605
34.963302081089,0.175771
34.979674837343,0.182144
34.984742420793,0.177211
34.98782099309,0.17029
34.990950716917,0.16342
35.008652466085,0.171122
35.010845164057,0.163314
35.027087737442,0.169557
35.029521253307,0.16199
35.037725307556,0.160194
35.077760014038,0.190229
35.110668479819,0.213138
35.112519200965,0.204988
35.115202922111,0.197672
35.125464584063,0.197934
35.133323460805,0.195793
35.137685285441,0.190154
35.140379864335,0.182849
35.14880482802,0.181274
35.149388022398,0.171857
35.150007216776,0.162476
35.15238492019,0.154854
35.164421794628,0.156891
35.168287371274,0.150756
35.261890029349,0.234359
35.264949263232,0.227418
35.296744064982,0.249213
35.301767499965,0.244237
35.311763272831,0.244232
35.324836079827,0.247305
35.327019846037,0.239489
35.372308878543,0.274778
35.445030098377,0.337499
35.446799886509,0.329269
35.453724933777,0.326194
