X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
188.954738557237,1
189.954738557237,2
191.954738557237,3
195.954738557237,4
203.954738557237,5
219.954738557237,6
251.954738557237,7
283.954738557237,8
299.382642522182,1
300.382642522182,2
302.382642522182,3
306.382642522182,4
314.382642522182,5
330.382642522182,6
339.916719462363,1
340.916719462363,2
342.916719462363,3
346.916719462363,4
354.916719462363,5
370.916719462363,6
