X,frankfurt_urban_n_vehicles_mipv6.MA[7].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
213.504764017946,1
214.504764017946,2
216.504764017946,3
220.504764017946,4
228.504764017946,5
244.504764017946,6
276.504764017946,7
303.303320395174,1
304.303320395174,2
306.303320395174,3
310.303320395174,4
318.303320395174,5
334.303320395174,6
342.237292148668,1
343.237292148668,2
345.237292148668,3
349.237292148668,4
357.237292148668,5
373.237292148668,6
405.237292148668,7
