X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
202.038602573781,1
203.038602573781,2
205.038602573781,3
209.038602573781,4
217.038602573781,5
233.038602573781,6
265.038602573781,7
297.038602573781,8
301.961739668997,1
302.961739668997,2
304.961739668997,3
308.961739668997,4
316.961739668997,5
332.961739668997,6
345.014189531157,1
346.014189531157,2
348.014189531157,3
352.014189531157,4
360.014189531157,5
376.014189531157,6
406.305277894254,1
