X,frankfurt_urban_n_vehicles_multi_radio.MA[0].tcpApp[0]/endToEndDelay:vector
30.303292380156,0.0404931
30.35906122584,0.0457688
30.398589098132,0.0295279
30.445511279792,0.0369222
30.490270762854,0.0347595
30.551719193483,0.0514484
30.594523963405,0.0328048
30.639031658655,0.0345077
30.681907692991,0.032876
30.722614995279,0.0307073
30.761939098773,0.0293241
30.802703973519,0.0307649
30.873981745439,0.0612778
30.919458687169,0.0354769
30.967876185041,0.0384175
31.015075548385,0.0371994
31.067328540198,0.042253
31.125377107044,0.0480486
31.171116732888,0.0357396
31.225363304995,0.0442466
31.265336169007,0.0299729
31.316080777251,0.0407446
31.382408855016,0.0563281
31.443791206408,0.0513824
31.496925058648,0.0431339
31.558060023736,0.051135
31.624420694439,0.0563607
31.677088055351,0.0426674
31.752747112036,0.0656591
31.807243400841,0.0444963
31.871577147137,0.0543337
31.967122930346,0.0855458
32.03226098222,0.0551381
32.104481151404,0.0622202
32.184875233868,0.0703941
32.251498227297,0.056623
32.318587613967,0.0570894
32.405205344857,0.0766177
32.471181750151,0.0559764
33.541504424718,1.06032
33.636400810176,0.0848964
33.76237970372,0.115979
33.849592716846,0.077213
35.351393211902,1.4918
