X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
193.42690358641,1
194.42690358641,2
196.42690358641,3
200.42690358641,4
208.42690358641,5
224.42690358641,6
256.42690358641,7
288.42690358641,8
293.730703964575,1
294.730703964575,2
296.730703964575,3
300.730703964575,4
308.730703964575,5
324.730703964575,6
337.864304033537,1
338.864304033537,2
340.864304033537,3
344.864304033537,4
352.864304033537,5
368.864304033537,6
398.957070073407,1
399.957070073407,2
401.957070073407,3
405.957070073407,4
