X,frankfurt_urban_n_vehicles_mipv6.MA[7].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
209.779497514504,1
210.779497514504,2
212.779497514504,3
216.779497514504,4
224.779497514504,5
240.779497514504,6
272.779497514504,7
304.779497514504,8
306.064651166038,1
307.064651166038,2
309.064651166038,3
313.064651166038,4
321.064651166038,5
337.064651166038,6
346.110100956914,1
347.110100956914,2
349.110100956914,3
353.110100956914,4
361.110100956914,5
377.110100956914,6
409.110100956914,7
