X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
196.85836348016,1
197.85836348016,2
199.85836348016,3
203.85836348016,4
211.85836348016,5
227.85836348016,6
259.85836348016,7
291.85836348016,8
295.077781922466,1
296.077781922466,2
298.077781922466,3
302.077781922466,4
310.077781922466,5
326.077781922466,6
339.54286549257,1
340.54286549257,2
342.54286549257,3
346.54286549257,4
354.54286549257,5
370.54286549257,6
402.54286549257,7
404.047698282307,1
405.047698282307,2
407.047698282307,3
