X,frankfurt_urban_n_vehicles_multi_radio.MA[0].tcp/rcvd seq
30.470725328307,7.61689e+06
30.476594444693,7.61689e+06
30.481187242493,7.61689e+06
30.483569561079,7.61689e+06
30.485942040293,7.61689e+06
30.487005358879,7.61689e+06
30.489227314637,7.61689e+06
30.491294951809,7.61689e+06
30.492414270395,7.61689e+06
30.494258588981,7.61689e+06
30.496497907567,7.61689e+06
30.497672226153,7.61689e+06
30.510362388447,7.61689e+06
30.511004725063,7.61689e+06
30.511593061679,7.61689e+06
30.512208398295,7.61689e+06
30.512760734911,7.61689e+06
30.515285071527,7.61689e+06
30.532537494213,7.61699e+06
30.533161830829,7.61699e+06
30.535621840677,7.61699e+06
30.536503177293,7.61699e+06
30.539090187141,7.61699e+06
30.540074523757,7.61699e+06
30.541085860373,7.61699e+06
30.546435543453,7.61699e+06
30.546843880069,7.61699e+06
30.550651216685,7.61699e+06
30.551550553301,7.61699e+06
30.552093889917,7.61699e+06
30.552556226533,7.61699e+06
30.553788563149,7.61699e+06
30.554178899765,7.61699e+06
30.554695236381,7.61699e+06
30.555241572997,7.61699e+06
30.573564005531,7.61709e+06
30.574125342147,7.61709e+06
30.574533678763,7.61709e+06
30.575222015379,7.61709e+06
30.576197351995,7.61709e+06
30.577177688611,7.61709e+06
30.580325371691,7.61709e+06
30.581757044923,7.61709e+06
30.582156381539,7.61709e+06
30.582636718155,7.61709e+06
30.583117054771,7.61709e+06
30.583570391387,7.61709e+06
30.584194728003,7.61709e+06
30.584657064619,7.61709e+06
30.585155401235,7.61709e+06
30.585554737851,7.61709e+06
30.586757074467,7.61709e+06
30.601344965714,7.61719e+06
30.60421602982,7.61719e+06
30.605788739224,7.61719e+06
30.606458093926,7.61719e+06
30.60927680333,7.61719e+06
30.613296637246,7.61719e+06
30.61515734665,7.61719e+06
30.615736701352,7.61719e+06
30.619787765458,7.61719e+06
30.62025012016,7.61719e+06
30.631114200456,7.61719e+06
30.63362190986,7.61719e+06
30.636110264562,7.61719e+06
30.636653619264,7.61719e+06
30.637070973966,7.61719e+06
30.637632328668,7.61719e+06
30.63825068337,7.61719e+06
30.652677523254,7.61729e+06
30.664913715572,7.61729e+06
30.665511070274,7.61729e+06
30.66885313438,7.61729e+06
30.669868489082,7.61729e+06
30.670303843784,7.61729e+06
30.672105553188,7.61729e+06
30.67249590789,7.61729e+06
30.674043262592,7.61729e+06
30.675851617294,7.61729e+06
30.676277971996,7.61729e+06
30.677231326698,7.61729e+06
30.6787926814,7.61729e+06
30.679354036102,7.61729e+06
30.680005390804,7.61729e+06
30.680440745506,7.61729e+06
30.680987100208,7.61729e+06
30.697264050255,7.61739e+06
30.697843404957,7.61739e+06
30.698332759659,7.61739e+06
30.702610302006,7.61739e+06
30.703729674746,7.61739e+06
30.705852792966,7.61739e+06
30.708965283926,7.61739e+06
30.711761029406,7.61739e+06
30.717945402146,7.61739e+06
30.718506774886,7.61739e+06
30.719131147626,7.61739e+06
30.720228520366,7.61739e+06
30.720699893106,7.61739e+06
30.721671265846,7.61739e+06
30.722268638586,7.61739e+06
30.723555011326,7.61739e+06
30.725548384066,7.61739e+06
30.75767709568,7.61749e+06
30.76046184116,7.61749e+06
30.7611132139,7.61749e+06
30.76705970486,7.61749e+06
30.76854145034,7.61749e+06
30.76936882308,7.61749e+06
30.77140219582,7.61749e+06
30.77242256856,7.61749e+06
30.77611531404,7.61749e+06
30.77720368678,7.61749e+06
30.77762105952,7.61749e+06
30.77825443226,7.61749e+06
30.779873805,7.61749e+06
30.78041717774,7.61749e+06
30.781308986288,7.61749e+06
30.782532359028,7.61749e+06
30.783177731768,7.61749e+06
30.797765650096,7.61759e+06
30.798201022836,7.61759e+06
30.830645586084,7.61759e+06
30.831143976896,7.61759e+06
30.831651367708,7.61759e+06
30.839780660568,7.61759e+06
30.84043205138,7.61759e+06
30.848873568688,7.61759e+06
30.8494979595,7.61759e+06
30.849933350312,7.61759e+06
30.850994741124,7.61759e+06
30.852110131936,7.61759e+06
30.853540522748,7.61759e+06
30.85420991356,7.61759e+06
30.854636304372,7.61759e+06
30.855062695184,7.61759e+06
30.857245085996,7.61759e+06
30.873104686047,7.61769e+06
30.873990076859,7.61769e+06
30.876044774449,7.61769e+06
30.877308165261,7.61769e+06
30.880016946885,7.61769e+06
30.893410291757,7.61769e+06
30.894454682569,7.61769e+06
30.898350855005,7.61769e+06
30.899376245817,7.61769e+06
30.902231054567,7.61769e+06
30.904234281255,7.61769e+06
30.905592690151,7.61769e+06
30.907721099047,7.61769e+06
30.913175507943,7.61769e+06
30.913781916839,7.61769e+06
30.914316325735,7.61769e+06
30.914727734631,7.61769e+06
30.929821027693,7.61779e+06
30.930319436589,7.61779e+06
30.935559324699,7.61779e+06
30.941247369179,7.61779e+06
30.949095640347,7.61779e+06
30.950107049243,7.61779e+06
30.951091458139,7.61779e+06
30.951508867035,7.61779e+06
30.951917275931,7.61779e+06
30.953889502619,7.61779e+06
30.954940911515,7.61779e+06
30.955331320411,7.61779e+06
30.955928729307,7.61779e+06
30.957455572937,7.61779e+06
30.957890981833,7.61779e+06
30.958560785156,7.61779e+06
30.959107194052,7.61779e+06
30.973797713802,7.61789e+06
30.974224122698,7.61789e+06
30.97696294049,7.61789e+06
30.978435758282,7.61789e+06
30.979078167178,7.61789e+06
