X,frankfurt_urban_n_vehicles_multi_radio.MA[0].tcpApp[0]/endToEndDelay:vector
30.515285071527,0.0445597
30.555241572997,0.0299565
30.586757074467,0.0215155
30.63825068337,0.0414936
30.680987100208,0.0327364
30.725548384066,0.0345613
30.783177731768,0.0476293
30.857245085996,0.0640674
30.914727734631,0.0474826
30.959107194052,0.0343795
31.004404907335,0.0352977
31.050232664055,0.0358278
31.096596963649,0.0363643
31.148164888869,0.0415679
31.206079163553,0.0479143
31.243508273236,0.0274291
31.291200891252,0.0376926
31.347762929915,0.046562
31.388318425621,0.0305555
31.43591227757,0.0375939
