X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
195.100683691339,1
196.100683691339,2
198.100683691339,3
202.100683691339,4
210.100683691339,5
226.100683691339,6
258.100683691339,7
290.100683691339,8
293.413159876294,1
294.413159876294,2
296.413159876294,3
300.413159876294,4
308.413159876294,5
324.413159876294,6
339.328328012402,1
340.328328012402,2
342.328328012402,3
346.328328012402,4
354.328328012402,5
370.328328012402,6
402.328328012402,7
403.592714307873,1
404.592714307873,2
406.592714307873,3
410.592714307873,4
