X,frankfurt_urban_n_vehicles_mipv6.MA[7].udp/rcvdPk:vector(packetBytes),frankfurt_urban_n_vehicles_mipv6.MA[7].udpApp[0]/rcvdPk:vector(packetBytes)
44.552049037697,1032,1024
44.552766682459,1032,1024
44.553475327221,1032,1024
44.554030971983,1032,1024
44.554748616745,1032,1024
44.555376261507,1032,1024
44.556641360091,1032,1024
44.55946213688,1032,1024
44.56068944586,1032,1024
44.562447991831,1032,1024
44.563255636593,1032,1024
44.565139945573,1032,1024
44.573389717557,1032,1024
44.574743263528,1032,1024
44.57544290829,1032,1024
44.578699954418,1032,1024
44.57947159918,1032,1024
44.580573145151,1032,1024
44.581926454131,1032,1024
44.58328023092,1032,1024
44.5845435399,1032,1024
44.591732126192,1032,1024
44.604137425977,1032,1024
44.606019634834,1032,1024
44.615124739758,1032,1024
44.657427499531,1032,1024
44.677423131031,1032,1024
44.723981951226,1032,1024
44.729163386297,1032,1024
44.737485145447,1032,1024
44.74286775226,1032,1024
44.7484655262,1032,1024
44.766686387171,1032,1024
44.771131878847,1032,1024
44.800679472826,1032,1024
44.803597777356,1032,1024
44.859104359976,1032,1024
44.89279375011,1032,1024
44.896717515766,1032,1024
44.90548060132,1032,1024
44.90930517513,1032,1024
44.916903815102,1032,1024
44.937761180201,1032,1024
44.955869457373,1032,1024
44.963367890949,1032,1024
44.968133967639,1032,1024
44.977778981895,1032,1024
44.980233713587,1032,1024
44.987901061339,1032,1024
44.989184082233,1032,1024
44.994593959442,1032,1024
45.050148121801,1032,1024
45.0512949007,1032,1024
45.057022725136,1032,1024
45.069836683151,1032,1024
45.07834732369,1032,1024
45.102831013159,1032,1024
45.130630736439,1032,1024
45.163335231364,1032,1024
45.174830947239,1032,1024
45.185196480717,1032,1024
45.205014451358,1032,1024
45.255643381503,1032,1024
45.260037778335,1032,1024
45.269387233065,1032,1024
45.31095083715,1032,1024
45.322560254037,1032,1024
45.328358715918,1032,1024
45.337926974415,1032,1024
45.339571730301,1032,1024
45.343464415263,1032,1024
45.346357100225,1032,1024
45.353478316161,1032,1024
45.357449786173,1032,1024
45.394564688223,1032,1024
45.410160235571,1032,1024
45.411983370309,1032,1024
45.415000325245,1032,1024
45.418642992583,1032,1024
45.425655282509,1032,1024
45.428733179517,1032,1024
45.431780314255,1032,1024
45.44164300809,1032,1024
45.452348034404,1032,1024
45.472337110373,1032,1024
45.484336474127,1032,1024
45.48915454368,1032,1024
45.509350173432,1032,1024
45.517398832629,1032,1024
45.526070657625,1032,1024
45.527414442475,1032,1024
45.554673084085,1032,1024
45.55891865642,1032,1024
45.563428926923,1032,1024
45.645497365023,1032,1024
45.665034407639,1032,1024
45.672558959809,1032,1024
45.685198595939,1032,1024
45.775408136896,1032,1024
45.833458112458,1032,1024
45.83726416327,1032,1024
45.861552782797,1032,1024
45.884120757006,1032,1024
45.905629616311,1032,1024
45.908872221635,1032,1024
45.922462714698,1032,1024
45.924502320022,1032,1024
45.929015162051,1032,1024
45.952736313298,1032,1024
45.970691582345,1032,1024
45.976107130459,1032,1024
45.984579627306,1032,1024
45.995810757981,1032,1024
46.009014837384,1032,1024
46.010853246947,1032,1024
46.015822560887,1032,1024
46.022945058303,1032,1024
