X,frankfurt_urban_n_vehicles_mipv6.MA[5].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
188.845594109572,1
189.845594109572,2
191.845594109572,3
195.845594109572,4
203.845594109572,5
219.845594109572,6
251.845594109572,7
283.845594109572,8
297.956915704463,1
298.956915704463,2
300.956915704463,3
304.956915704463,4
312.956915704463,5
328.956915704463,6
343.303655767798,1
344.303655767798,2
346.303655767798,3
350.303655767798,4
358.303655767798,5
374.303655767798,6
402.117612397261,1
403.117612397261,2
405.117612397261,3
409.117612397261,4
417.117612397261,5
433.117612397261,6
