X,frankfurt_urban_n_vehicles_mipv6.MA[6].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
205.118636340274,1
206.118636340274,2
208.118636340274,3
212.118636340274,4
220.118636340274,5
236.118636340274,6
268.118636340274,7
300.118636340274,8
305.245316591884,1
306.245316591884,2
308.245316591884,3
312.245316591884,4
320.245316591884,5
336.245316591884,6
341.174320411338,1
342.174320411338,2
344.174320411338,3
348.174320411338,4
356.174320411338,5
372.174320411338,6
381.728355905699,1
382.675207649522,2
383.675207649522,3
384.051450903722,4
385.051450903722,5
387.051450903722,6
391.051450903722,7
399.051450903722,8
404.174320411338,7
415.051450903722,9
419.440696834262,10
420.440696834262,11
436.174320411338,8
