X,frankfurt_urban_n_vehicles_mipv6.MA[7].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
196.895017958065,1
197.895017958065,2
199.895017958065,3
203.895017958065,4
211.895017958065,5
227.895017958065,6
259.895017958065,7
291.895017958065,8
300.345520376068,1
301.345520376068,2
303.345520376068,3
307.345520376068,4
315.345520376068,5
331.345520376068,6
345.452467195878,1
346.452467195878,2
348.452467195878,3
352.452467195878,4
360.452467195878,5
376.452467195878,6
406.185328112423,1
407.185328112423,2
409.185328112423,3
413.185328112423,4
421.185328112423,5
437.185328112423,6
