X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
198.99045231538,1
199.99045231538,2
201.99045231538,3
205.99045231538,4
213.99045231538,5
229.99045231538,6
261.99045231538,7
293.960562083237,1
294.960562083237,2
296.960562083237,3
300.960562083237,4
308.960562083237,5
324.960562083237,6
335.838608882926,1
336.838608882926,2
338.838608882926,3
342.838608882926,4
350.838608882926,5
366.838608882926,6
366.848667959067,1
367.848667959067,2
396.994244326204,3
