X,frankfurt_urban_n_vehicles.MA[4].idLayer/sequenceUpdateCa:vector
195.391932462118,1
297.640175439795,2
298.140175439795,3
298.640175439795,4
341.691706486571,5
381.220847299567,6
381.720847299567,7
382.220847299567,8
382.720847299567,9
382.9886114056,10
383.4886114056,11
383.9886114056,12
384.4886114056,13
384.9886114056,14
385.4886114056,15
385.9886114056,16
386.4886114056,17
386.9886114056,18
387.4886114056,19
387.9886114056,20
388.4886114056,21
388.9886114056,22
389.4886114056,23
389.9886114056,24
390.4886114056,25
390.9886114056,26
391.4886114056,27
391.9886114056,28
392.4886114056,29
392.9886114056,30
393.4886114056,31
393.9886114056,32
394.4886114056,33
394.9886114056,34
395.4886114056,35
395.9886114056,36
396.4886114056,37
396.9886114056,38
397.4886114056,39
397.9886114056,40
398.4886114056,41
398.9886114056,42
399.4886114056,43
399.9886114056,44
400.4886114056,45
400.9886114056,46
401.4886114056,47
401.9886114056,48
402.4886114056,49
402.9886114056,50
404.707378885864,51
