X,frankfurt_urban_n_vehicles_mipv6.MA[5].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
196.977059900285,1
197.977059900285,2
199.977059900285,3
203.977059900285,4
211.977059900285,5
227.977059900285,6
259.977059900285,7
291.977059900285,8
302.412319539162,1
303.412319539162,2
305.412319539162,3
309.412319539162,4
317.412319539162,5
333.412319539162,6
348.140519883397,1
349.140519883397,2
351.140519883397,3
355.140519883397,4
363.140519883397,5
379.140519883397,6
