X,frankfurt_urban_n_vehicles_multi_radio.MA[1].udpApp[0]/rcvdPkLifetime:vector
32.213143658546,0.011933
32.217061263166,0.00585063
32.227106263166,0.00589563
32.242940020893,0.0117294
32.248382035165,0.00717141
32.256097436698,0.00488681
32.266097436698,0.00488681
32.276097436698,0.00488681
32.292605040486,0.0113944
32.318423911047,0.0272133
32.321336699629,0.0201261
32.326927276793,0.0157166
32.33205705695,0.0108464
32.336130278595,0.00491965
32.346097453162,0.00488682
32.357034520189,0.00582389
32.366097453162,0.00488682
32.39438805695,0.0231774
32.396998845531,0.0157882
32.399829266565,0.00861864
32.406097469358,0.00488684
32.418657940418,0.00744731
32.426103293784,0.00489267
32.437940115992,0.00672949
32.446850293784,0.00563967
32.457159469356,0.00594884
32.469635293783,0.00842467
32.477042120627,0.00583149
32.487734115992,0.00652349
32.496097469358,0.00488684
32.506097485286,0.00488686
32.519344663955,0.00813404
32.531237385639,0.0100268
32.536773234413,0.00556261
32.548985070633,0.00777444
32.556372410112,0.00516178
32.565783485286,0.00457286
32.577270320046,0.00605969
32.588245070634,0.00703444
32.596469261416,0.00525863
32.608554657075,0.00734403
32.616202323368,0.0049917
32.626058323368,0.0048477
32.636097501052,0.00488687
32.647174869229,0.00596424
32.658397501051,0.00718687
32.675495982967,0.0142854
32.685435139667,0.0142245
32.708766025155,0.0275554
32.720299998299,0.0290894
32.724895027224,0.0236844
32.731331932057,0.0201213
32.733174838959,0.0119642
32.738784454672,0.00757383
32.758099025155,0.0168884
32.759535932057,0.0083253
32.767880337754,0.00666971
32.798318621525,0.027108
32.800062841027,0.0188522
32.802003135526,0.0107925
32.808530878325,0.00732025
32.818446052251,0.00723542
32.825783531738,0.0045729
32.835783531738,0.0045729
32.847608332604,0.0063977
32.855783531738,0.0045729
32.872973575751,0.0117629
32.887651536318,0.0164409
32.888198771024,0.00698814
32.896097531738,0.0048869
32.906815966608,0.00560534
32.916517475818,0.00530685
32.928793444875,0.00758282
32.963301328441,0.0320907
32.964639291199,0.0234287
32.968808791867,0.0175982
32.984851147258,0.0236405
32.987643110016,0.0164325
32.988361359682,0.00715073
32.997587546697,0.00637692
33.00989202505,0.0086814
33.047658104759,0.0364475
33.049185094681,0.0279745
33.051190084603,0.0199795
33.075566165246,0.0343555
33.085902609681,0.034692
33.087862064198,0.0266514
33.113959671477,0.042749
33.115459687991,0.0342491
33.123856179736,0.0326456
33.155832179735,0.0546216
33.158683196249,0.0474726
33.161332475165,0.0401218
33.173468917334,0.0422583
33.176463395902,0.0352528
33.183048890984,0.0318383
33.1836321699,0.0224215
33.184377448816,0.0131668
33.212075194006,0.0308646
33.224081406072,0.0328708
33.227199741848,0.0259891
33.227846035034,0.0166354
33.252120194006,0.0309096
33.252829487192,0.0216189
33.254626533004,0.0134159
33.264342194004,0.0131316
33.269493696031,0.00828307
