X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
202.804538383711,1
203.804538383711,2
205.804538383711,3
209.804538383711,4
217.804538383711,5
233.804538383711,6
265.804538383711,7
296.354054087253,1
297.354054087253,2
299.354054087253,3
303.354054087253,4
311.354054087253,5
327.354054087253,6
341.803092357925,1
342.803092357925,2
344.803092357925,3
348.803092357925,4
356.803092357925,5
372.803092357925,6
404.803092357925,7
407.724614648909,1
408.724614648909,2
410.724614648909,3
414.724614648909,4
422.724614648909,5
438.724614648909,6
