X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
182.204572024878,1
183.204572024878,2
185.204572024878,3
189.204572024878,4
197.204572024878,5
213.204572024878,6
245.204572024878,7
277.204572024878,8
293.164222764277,1
294.164222764277,2
296.164222764277,3
300.164222764277,4
308.164222764277,5
324.164222764277,6
333.764277033985,1
334.764277033985,2
336.764277033985,3
340.764277033985,4
348.764277033985,5
364.764277033985,6
394.385858968619,1
395.385858968619,2
397.385858968619,3
401.385858968619,4
409.385858968619,5
425.385858968619,6
