X,frankfurt_urban_n_vehicles.MA[7].idLayer/sequenceUpdateCa:vector
101.85329534303,1
102.35329534303,2
102.624414641599,3
103.124414641599,4
103.624414641599,5
104.124414641599,6
104.624414641599,7
105.124414641599,8
105.624414641599,9
106.124414641599,10
106.624414641599,11
107.124414641599,12
107.624414641599,13
108.124414641599,14
108.624414641599,15
109.124414641599,16
109.624414641599,17
110.124414641599,18
110.624414641599,19
111.124414641599,20
111.624414641599,21
112.124414641599,22
112.624414641599,23
113.124414641599,24
113.624414641599,25
114.124414641599,26
114.624414641599,27
115.124414641599,28
115.624414641599,29
116.124414641599,30
116.624414641599,31
117.124414641599,32
117.624414641599,33
118.124414641599,34
118.624414641599,35
119.124414641599,36
119.624414641599,37
120.124414641599,38
120.624414641599,39
121.124414641599,40
121.624414641599,41
122.124414641599,42
122.624414641599,43
123.124414641599,44
123.624414641599,45
124.124414641599,46
124.624414641599,47
125.124414641599,48
125.624414641599,49
126.124414641599,50
126.624414641599,51
127.124414641599,52
127.624414641599,53
128.124414641599,54
128.624414641599,55
129.124414641599,56
129.624414641599,57
130.124414641599,58
130.624414641599,59
131.124414641599,60
131.624414641599,61
132.124414641599,62
132.624414641599,63
133.124414641599,64
133.624414641599,65
134.124414641599,66
134.624414641599,67
135.124414641599,68
135.624414641599,69
136.124414641599,70
136.624414641599,71
137.124414641599,72
137.624414641599,73
138.124414641599,74
138.624414641599,75
139.124414641599,76
139.624414641599,77
140.124414641599,78
140.624414641599,79
141.124414641599,80
141.624414641599,81
142.124414641599,82
142.624414641599,83
143.124414641599,84
143.624414641599,85
144.124414641599,86
144.624414641599,87
145.124414641599,88
145.624414641599,89
146.124414641599,90
146.624414641599,91
147.124414641599,92
147.624414641599,93
148.124414641599,94
148.624414641599,95
149.124414641599,96
149.624414641599,97
150.124414641599,98
150.624414641599,99
151.124414641599,100
151.624414641599,101
152.124414641599,102
152.624414641599,103
153.124414641599,104
153.624414641599,105
154.124414641599,106
154.624414641599,107
155.124414641599,108
155.624414641599,109
156.124414641599,110
156.624414641599,111
157.124414641599,112
157.624414641599,113
158.124414641599,114
158.624414641599,115
159.124414641599,116
159.624414641599,117
160.124414641599,118
160.624414641599,119
161.124414641599,120
161.624414641599,121
162.124414641599,122
162.624414641599,123
163.124414641599,124
163.624414641599,125
164.124414641599,126
164.624414641599,127
165.124414641599,128
165.624414641599,129
166.124414641599,130
166.624414641599,131
167.124414641599,132
167.624414641599,133
168.124414641599,134
168.624414641599,135
169.124414641599,136
169.624414641599,137
170.124414641599,138
170.624414641599,139
171.124414641599,140
171.624414641599,141
172.124414641599,142
172.624414641599,143
173.124414641599,144
173.624414641599,145
174.124414641599,146
174.206089175832,147
305.566450965131,148
306.066450965131,149
306.566450965131,150
307.066450965131,151
307.566450965131,152
343.12804163381,153
343.62804163381,154
344.12804163381,155
344.62804163381,156
345.12804163381,157
345.62804163381,158
346.12804163381,159
346.62804163381,160
347.12804163381,161
347.62804163381,162
348.12804163381,163
409.11256143806,164
409.61256143806,165
410.11256143806,166
410.61256143806,167
411.11256143806,168
411.61256143806,169
