X,frankfurt_urban_n_vehicles.MA[1].tcp/rcvd seq,frankfurt_urban_n_vehicles.MA[1].tcp/rcvd seq_0
32.914468880235,8.22004e+06,
32.984645498187,8.22004e+06,
33.053706869552,8.22004e+06,
33.055335138216,8.22004e+06,
33.125283524189,8.22004e+06,
33.126393807351,8.22004e+06,
33.127752090513,8.22004e+06,
33.128727373675,8.22004e+06,
33.194524917411,8.22004e+06,
33.195810200573,8.22004e+06,
33.197995766897,8.22004e+06,
33.198475050059,8.22004e+06,
33.199144333221,8.22004e+06,
33.200238623488,8.22004e+06,
33.20140792086,8.22004e+06,
33.202415218232,8.22004e+06,
33.263682768938,8.22004e+06,
33.26432806631,8.22004e+06,
33.343065951817,8.22014e+06,
33.344239263151,8.22014e+06,
33.346842857895,8.22014e+06,
33.347859169229,8.22014e+06,
33.350201141305,8.22014e+06,
33.351414438677,8.22014e+06,
33.351840750011,8.22014e+06,
33.354176033421,8.22014e+06,
33.354880330793,8.22014e+06,
33.357554628165,8.22014e+06,
33.358231925537,8.22014e+06,
33.358900222909,8.22014e+06,
33.360284520281,8.22014e+06,
33.361462831615,8.22014e+06,
33.412127380087,8.22014e+06,
33.414652426031,8.22014e+06,
33.415144751117,8.22014e+06,
33.493882657357,8.22024e+06,
33.495436982443,8.22024e+06,
33.496266307529,8.22024e+06,
33.496827632615,8.22024e+06,
33.498692957701,8.22024e+06,
33.499801282787,8.22024e+06,
33.503874120518,8.22024e+06,
33.505885459082,8.22024e+06,
33.506545797646,8.22024e+06,
33.50907013621,8.22024e+06,
33.509685474774,8.22024e+06,
33.510147813338,8.22024e+06,
33.510583151902,8.22024e+06,
33.511036490466,8.22024e+06,
33.562962099242,8.22024e+06,
33.5657785257,8.22024e+06,
33.566252864264,8.22024e+06,
33.645568706867,8.22034e+06,
33.646688058721,8.22034e+06,
33.648110762429,8.22034e+06,
33.648645114283,8.22034e+06,
33.649143466137,8.22034e+06,
33.650616817991,8.22034e+06,
33.651070169845,8.22034e+06,
33.652239521699,8.22034e+06,
33.654385873553,8.22034e+06,
33.654830225407,8.22034e+06,
33.655918577261,8.22034e+06,
33.656524929115,8.22034e+06,
33.657158280969,8.22034e+06,
33.657719632823,8.22034e+06,
33.715788443625,8.22034e+06,
33.716340808499,8.22034e+06,
33.719620173373,8.22034e+06,
33.799825119401,8.22044e+06,
33.801947976013,8.22044e+06,
33.80447985553,8.22044e+06,
33.805058220404,8.22044e+06,
33.805672585278,8.22044e+06,
33.819199950152,8.22044e+06,
33.819689327788,8.22044e+06,
33.820696705424,8.22044e+06,
33.823149281357,8.22044e+06,
33.823685774522,8.22044e+06,
33.824372139396,8.22044e+06,
33.82838050427,8.22044e+06,
33.829004881906,8.22044e+06,
33.829476259542,8.22044e+06,
33.845276216877,8.22044e+06,
33.869057607097,8.22044e+06,
33.870943914909,8.22044e+06,
33.872020292545,8.22044e+06,
33.950758257628,8.22054e+06,
33.95167964785,8.22054e+06,
33.953937038072,8.22054e+06,
33.955477818516,8.22054e+06,
33.956075208738,8.22054e+06,
33.958431462695,8.22054e+06,
33.960470840331,8.22054e+06,
33.961175217967,8.22054e+06,
33.961763608189,8.22054e+06,
33.962385973239,8.22054e+06,
33.964322350875,8.22054e+06,
33.964828728511,8.22054e+06,
33.965899118733,8.22054e+06,
33.966469508955,8.22054e+06,
34.022685154281,8.22054e+06,
34.023449385925,8.22054e+06,
34.023896788445,8.22054e+06,
34.106980778136,8.22064e+06,
34.110563180656,8.22064e+06,
34.112153583176,8.22064e+06,
34.113411985696,8.22064e+06,
34.11553140025,8.22064e+06,
34.119617814804,8.22064e+06,
34.120738229358,8.22064e+06,
34.122290643912,8.22064e+06,
34.123703058466,8.22064e+06,
34.12410247302,8.22064e+06,
34.124672887574,8.22064e+06,
34.125261302128,8.22064e+06,
34.125840716682,8.22064e+06,
34.126483131236,8.22064e+06,
34.17613230275,8.22064e+06,
34.18012215647,8.22064e+06,
34.182043571024,8.22064e+06,
34.260781572652,8.22074e+06,
34.26320542544,8.22074e+06,
34.265034278228,8.22074e+06,
34.265631704622,8.22074e+06,
34.266629131016,8.22074e+06,
34.26723555741,8.22074e+06,
34.267661983804,8.22074e+06,
34.268160410198,8.22074e+06,
34.268613836592,8.22074e+06,
34.269274262986,8.22074e+06,
34.27060568938,8.22074e+06,
34.271140115774,8.22074e+06,
34.271710542168,8.22074e+06,
34.272361968562,8.22074e+06,
34.331728541284,8.22074e+06,
34.33602369806,8.22074e+06,
34.336678136022,8.22074e+06,
34.415416160835,8.22084e+06,
34.417812610191,8.22084e+06,
34.418257059547,8.22084e+06,
34.421062958259,8.22084e+06,
34.421579407615,8.22084e+06,
34.422532856971,8.22084e+06,
34.423936306327,8.22084e+06,
34.425123226569,8.22084e+06,
34.429091664531,8.22084e+06,
34.429743113887,8.22084e+06,
34.443547603653,8.22084e+06,
34.444072041615,8.22084e+06,
34.445321479577,8.22084e+06,
34.486236720251,8.22084e+06,
34.490517070163,8.22084e+06,
34.514554044577,8.22084e+06,
34.515118505101,8.22084e+06,
34.594788546779,8.22094e+06,
34.595899007303,8.22094e+06,
34.598508928351,8.22094e+06,
34.599545388875,8.22094e+06,
34.610593211892,8.22094e+06,
34.611208683302,8.22094e+06,
34.612699626122,8.22094e+06,
34.664003122806,8.22094e+06,
34.688246907722,8.22094e+06,
34.697719379132,8.22094e+06,
34.698145850542,8.22094e+06,
34.698545321952,8.22094e+06,
34.70056079871,8.22094e+06,
34.700996280816,8.22094e+06,
34.733019709624,8.22094e+06,
34.73398219173,8.22094e+06,
34.737051673836,8.22094e+06,
34.818103303803,8.22104e+06,
34.818854796337,8.22104e+06,
34.822005273939,8.22104e+06,
34.822656766473,8.22104e+06,
34.827781736609,8.22104e+06,
34.829041229143,8.22104e+06,
34.830596214211,8.22104e+06,
34.835340676881,8.22104e+06,
34.835902169415,8.22104e+06,
34.889557891465,8.22104e+06,
34.898719845559,8.22104e+06,
34.899389338093,8.22104e+06,
34.900801835724,8.22104e+06,
34.902151338452,8.22104e+06,
34.90268584118,8.22104e+06,
34.904152343908,8.22104e+06,
34.904725846636,8.22104e+06,
34.984985930518,8.22114e+06,
34.992419433246,8.22114e+06,
34.993605935974,8.22114e+06,
34.99662494143,8.22114e+06,
34.997096444158,8.22114e+06,
34.997720946886,8.22114e+06,
34.998318449614,8.22114e+06,
35.000976470016,8.22114e+06,
35.002708982708,8.22114e+06,
35.0031624954,8.22114e+06,
35.055077548288,8.22114e+06,
35.068204067384,8.22114e+06,
35.076433143536,8.22114e+06,
35.078256656228,8.22114e+06,
35.07969416892,8.22114e+06,
35.080300681612,8.22114e+06,
35.080982194304,8.22114e+06,
35.087600743727,8.22124e+06,
35.160669293036,8.22124e+06,
35.162061805728,8.22124e+06,
35.170804850656,8.22124e+06,
35.174168418048,8.22124e+06,
35.178416940512,8.22124e+06,
35.178969462976,8.22124e+06,
35.18155698544,8.22124e+06,
35.182199507904,8.22124e+06,
35.182725030368,8.22124e+06,
35.184254552832,8.22124e+06,
35.184870075296,8.22124e+06,
35.18666959776,8.22124e+06,
35.230464930327,8.22124e+06,
35.233962965483,8.22124e+06,
35.243210254244,8.22124e+06,
35.243834786242,8.22124e+06,
35.24508231824,8.22124e+06,
35.323820436051,8.22134e+06,
35.328720968049,8.22134e+06,
35.342061517237,8.22134e+06,
35.344403049235,8.22134e+06,
35.345661581233,8.22134e+06,
35.346908122549,8.22134e+06,
35.351507663865,8.22134e+06,
35.352132205181,8.22134e+06,
35.354251746497,8.22134e+06,
35.354678287813,8.22134e+06,
35.355176829129,8.22134e+06,
35.355801370445,8.22134e+06,
35.356389911761,8.22134e+06,
35.396685087427,8.22134e+06,
35.402091165256,8.22134e+06,
35.402742715602,8.22134e+06,
35.403370265948,8.22134e+06,
35.484017397448,8.22144e+06,
35.48609949814,8.22144e+06,
35.486917048486,8.22144e+06,
35.487896598832,8.22144e+06,
35.491785149178,8.22144e+06,
35.492256699524,8.22144e+06,
35.49278224987,8.22144e+06,
35.493969800216,8.22144e+06,
35.495292350562,8.22144e+06,
35.496272900908,8.22144e+06,
35.496933451254,8.22144e+06,
35.503437006002,8.22144e+06,
35.504525565152,8.22144e+06,
35.505659124302,8.22144e+06,
35.560014612602,8.22144e+06,
35.560576171752,8.22144e+06,
35.562111730902,8.22144e+06,
35.641510875513,8.22154e+06,
35.644464993813,8.22154e+06,
35.645534561577,8.22154e+06,
35.647113129341,8.22154e+06,
35.647521697105,8.22154e+06,
35.649195264869,8.22154e+06,
35.650774832633,8.22154e+06,
35.66726465474,8.22154e+06,
35.668641222504,8.22154e+06,
35.673826781654,8.22154e+06,
35.675633917182,8.22154e+06,
35.676258484946,8.22154e+06,
35.67761705271,8.22154e+06,
35.712093557538,8.22154e+06,
35.713443127038,8.22154e+06,
35.764900419451,8.22154e+06,
35.765392995617,8.22154e+06,
35.845107157031,8.22164e+06,
35.848311309991,8.22164e+06,
35.848755894345,8.22164e+06,
35.851061063053,8.22164e+06,
35.856432461695,8.22164e+06,
35.876173603523,8.22164e+06,
35.914848855416,8.22164e+06,
35.91837159273,8.22164e+06,
35.921569185026,8.22164e+06,
35.923479369618,8.22164e+06,
35.92691616008,8.22164e+06,
35.989673295086,8.22164e+06,
35.993093147974,8.22164e+06,
35.99518174027,8.22164e+06,
35.996809862436,8.22164e+06,
36.058643376526,8.22164e+06,
36.05910897659,8.22164e+06,
36.138320161586,8.22174e+06,
36.14043276165,8.22174e+06,
36.14459897689,8.22174e+06,
36.15519179975,8.22174e+06,
36.208259882916,8.22174e+06,
36.21038048298,8.22174e+06,
36.21308471282,8.22174e+06,
36.21582491346,8.22174e+06,
36.22782352108,8.22174e+06,
36.277492607896,8.22174e+06,
36.27960420796,8.22174e+06,
36.2839924378,8.22174e+06,
36.28443705272,8.22174e+06,
36.28626363844,8.22174e+06,
36.29696624606,8.22174e+06,
36.29811786098,8.22174e+06,
36.2986284759,8.22174e+06,
36.385214679102,8.22184e+06,
36.38628930115,8.22184e+06,
36.387408923198,8.22184e+06,
36.391624167294,8.22184e+06,
36.393905167294,8.22184e+06,
36.408506792844,8.22184e+06,
36.410378421896,8.22184e+06,
36.454258414712,8.22184e+06,
36.456963043764,8.22184e+06,
36.460300280856,8.22184e+06,
36.460762909908,8.22184e+06,
36.464334524952,8.22184e+06,
36.465164147,8.22184e+06,
36.477730531956,8.22184e+06,
36.48379879006,8.22184e+06,
36.484919419112,8.22184e+06,
36.486293048164,8.22184e+06,
36.565953261759,8.22194e+06,
36.567399890811,8.22194e+06,
36.568666519863,8.22194e+06,
36.570636155693,8.22194e+06,
36.571062791523,8.22194e+06,
36.575533427353,8.22194e+06,
36.577230063183,8.22194e+06,
36.578404699013,8.22194e+06,
36.579826334843,8.22194e+06,
36.636109010905,8.22194e+06,
36.637188653247,8.22194e+06,
36.661029083989,8.22194e+06,
36.666664719819,8.22194e+06,
36.667253362161,8.22194e+06,
36.668662004503,8.22194e+06,
36.670565646845,8.22194e+06,
36.678354289187,8.22194e+06,
36.75823235981,8.22204e+06,
36.759707008522,8.22204e+06,
36.763200449264,8.22204e+06,
36.770809692824,8.22204e+06,
36.77636063896,8.22204e+06,
36.776994287672,8.22204e+06,
36.777429936384,8.22204e+06,
36.79233988252,8.22204e+06,
36.793324531232,8.22204e+06,
36.794426179944,8.22204e+06,
36.836432508524,8.22204e+06,
36.862527644356,8.22204e+06,
36.870098590492,8.22204e+06,
36.870714245332,8.22204e+06,
36.873039555012,8.22204e+06,
36.940373668049,8.22204e+06,
36.944409328843,8.22204e+06,
37.02421057367,8.22214e+06,
37.024709240222,8.22214e+06,
37.031890239878,8.22214e+06,
37.055279572982,8.22214e+06,
37.096757016834,8.22214e+06,
37.098555683386,8.22214e+06,
37.100701352685,8.22214e+06,
37.102714696777,8.22214e+06,
37.126702018893,8.22214e+06,
37.128176685445,8.22214e+06,
37.166677796193,8.22214e+06,
37.168296462745,8.22214e+06,
37.178779307926,8.22214e+06,
37.179412979972,8.22214e+06,
37.180609652018,8.22214e+06,
37.181156324064,8.22214e+06,
37.262077579934,8.22224e+06,
37.273916934706,8.22224e+06,
37.275869612092,8.22224e+06,
37.277813289478,8.22224e+06,
37.278941966864,8.22224e+06,
37.302414001591,8.22224e+06,
37.303915366639,8.22224e+06,
37.332832369949,8.22224e+06,
37.342942724721,8.22224e+06,
37.344958402107,8.22224e+06,
37.348235079493,8.22224e+06,
37.350330588182,8.22224e+06,
37.372708476699,8.22224e+06,
37.374684159223,8.22224e+06,
37.382940975471,8.22224e+06,
37.384862657995,8.22224e+06,
37.467195466641,8.22234e+06,
37.470253151634,8.22234e+06,
37.472735526558,8.22234e+06,
37.481580588944,8.22234e+06,
37.483275963868,8.22234e+06,
37.48378365133,8.22234e+06,
37.484750338792,8.22234e+06,
37.489545401178,8.22234e+06,
37.49001708864,8.22234e+06,
37.536320266518,8.22234e+06,
37.542330638973,8.22234e+06,
37.542991331145,8.22234e+06,
37.543544023317,8.22234e+06,
37.56947572118,8.22234e+06,
37.572078413352,8.22234e+06,
37.575684556724,8.22234e+06,
37.576096248896,8.22234e+06,
37.657565524521,8.22244e+06,
37.659903918061,8.22244e+06,
37.660555614831,8.22244e+06,
37.662620008371,8.22244e+06,
37.663073705141,8.22244e+06,
37.664797985381,8.22244e+06,
37.670676401479,8.22244e+06,
37.671720098249,8.22244e+06,
37.678338885329,8.22244e+06,
37.680561278869,8.22244e+06,
37.682681369179,8.22244e+06,
37.745120907265,8.22244e+06,
37.747771608407,8.22244e+06,
37.758793309549,8.22244e+06,
37.759364010691,8.22244e+06,
37.762073711833,8.22244e+06,
37.766865412975,8.22244e+06,
37.84648969738,8.22254e+06,
37.84760040274,8.22254e+06,
37.85012381346,8.22254e+06,
37.858821800806,8.22254e+06,
37.86206774073,8.22254e+06,
37.86253044609,8.22254e+06,
37.864239904232,8.22254e+06,
37.871272534856,8.22254e+06,
37.871708240216,8.22254e+06,
37.873696018203,8.22254e+06,
37.87995042384,8.22254e+06,
37.8812011292,8.22254e+06,
37.915713514796,8.22254e+06,
37.919170224148,8.22254e+06,
37.9230409335,8.22254e+06,
37.923503642852,8.22254e+06,
37.925623352204,8.22254e+06,
37.939683242002,8.22264e+06,
38.006286644614,8.22264e+06,
38.011799634378,8.22264e+06,
38.01599834373,8.22264e+06,
38.017828053082,8.22264e+06,
38.020546762434,8.22264e+06,
38.024179471786,8.22264e+06,
38.026971181138,8.22264e+06,
38.027631894298,8.22264e+06,
38.031795599842,8.22264e+06,
38.056360309194,8.22264e+06,
38.05824703526,8.22264e+06,
38.059360744612,8.22264e+06,
38.075357467834,8.22264e+06,
38.083377457598,8.22264e+06,
38.084385170758,8.22264e+06,
38.085344883918,8.22264e+06,
38.168922895102,8.22274e+06,
38.171567538101,8.22274e+06,
38.173378971841,8.22274e+06,
38.173823688711,8.22274e+06,
38.175011405581,8.22274e+06,
38.177824122451,8.22274e+06,
38.178885839321,8.22274e+06,
38.179965556191,8.22274e+06,
38.180608273061,8.22274e+06,
38.181016989931,8.22274e+06,
38.183240706801,8.22274e+06,
38.186420780672,8.22274e+06,
38.187081497542,8.22274e+06,
38.188602214412,8.22274e+06,
38.242814649904,8.22274e+06,
38.24331337026,8.22274e+06,
38.244765090616,8.22274e+06,
38.323946396494,8.22284e+06,
38.324481120194,8.22284e+06,
38.326556567594,8.22284e+06,
38.328918554866,8.22284e+06,
38.330760995578,8.22284e+06,
38.351017898372,8.22284e+06,
38.352426622072,8.22284e+06,
38.371839339084,8.22284e+06,
38.378226861052,8.22284e+06,
38.379997584752,8.22284e+06,
38.390511463163,8.22284e+06,
38.393617186863,8.22284e+06,
38.394178910563,8.22284e+06,
38.394623634263,8.22284e+06,
38.395588852554,8.22284e+06,
38.443531231528,8.22284e+06,
38.445030958408,8.22284e+06,
38.524656267949,8.22294e+06,
38.527652727737,8.22294e+06,
38.528079457631,8.22294e+06,
38.547179448589,8.22294e+06,
38.568242178483,8.22294e+06,
38.569154908377,8.22294e+06,
38.597066837797,8.22294e+06,
38.605409299024,8.22294e+06,
38.605980031796,8.22294e+06,
38.621733289982,8.22294e+06,
38.637286019876,8.22294e+06,
38.63922974977,8.22294e+06,
38.639800482542,8.22294e+06,
38.66932967919,8.22294e+06,
38.676310411962,8.22294e+06,
38.676902144734,8.22294e+06,
38.758210460007,8.22304e+06,
38.759249195473,8.22304e+06,
38.759711930939,8.22304e+06,
38.762089401871,8.22304e+06,
38.763025137337,8.22304e+06,
38.764262872803,8.22304e+06,
38.787438698395,8.22304e+06,
38.789423433861,8.22304e+06,
38.835305719613,8.22304e+06,
38.839023926011,8.22304e+06,
