X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
196.614809900456,1
197.614809900456,2
199.614809900456,3
203.614809900456,4
211.614809900456,5
227.614809900456,6
259.614809900456,7
291.614809900456,8
292.101722582924,1
293.101722582924,2
295.101722582924,3
299.101722582924,4
307.101722582924,5
323.101722582924,6
336.551702560983,1
337.551702560983,2
339.551702560983,3
343.551702560983,4
351.551702560983,5
367.551702560983,6
399.551702560983,7
404.60896306028,1
405.60896306028,2
