X,frankfurt_urban_n_vehicles.MA[2].idLayer/sequenceUpdateCa:vector
191.988863913734,1
299.784324172857,2
300.284324172857,3
300.784324172857,4
301.284324172857,5
301.784324172857,6
302.284324172857,7
302.784324172857,8
303.284324172857,9
303.784324172857,10
304.284324172857,11
304.784324172857,12
305.284324172857,13
305.784324172857,14
306.284324172857,15
306.784324172857,16
307.284324172857,17
307.784324172857,18
308.284324172857,19
308.784324172857,20
309.284324172857,21
309.784324172857,22
310.284324172857,23
310.784324172857,24
311.284324172857,25
311.784324172857,26
312.284324172857,27
312.784324172857,28
313.284324172857,29
313.784324172857,30
314.284324172857,31
314.784324172857,32
315.284324172857,33
315.784324172857,34
316.284324172857,35
316.784324172857,36
317.284324172857,37
317.784324172857,38
318.284324172857,39
318.784324172857,40
319.284324172857,41
319.784324172857,42
320.284324172857,43
320.784324172857,44
321.284324172857,45
321.784324172857,46
322.284324172857,47
322.784324172857,48
323.284324172857,49
323.784324172857,50
324.284324172857,51
324.784324172857,52
325.284324172857,53
325.784324172857,54
326.284324172857,55
326.784324172857,56
327.284324172857,57
327.784324172857,58
328.284324172857,59
328.784324172857,60
329.284324172857,61
329.784324172857,62
330.284324172857,63
330.784324172857,64
331.284324172857,65
331.784324172857,66
332.284324172857,67
332.784324172857,68
333.284324172857,69
333.784324172857,70
334.284324172857,71
334.784324172857,72
335.284324172857,73
335.784324172857,74
336.284324172857,75
336.784324172857,76
337.284324172857,77
337.784324172857,78
338.284324172857,79
338.784324172857,80
339.284324172857,81
339.784324172857,82
340.284324172857,83
340.784324172857,84
341.284324172857,85
341.784324172857,86
342.284324172857,87
342.784324172857,88
342.973058287804,89
402.160309754204,90
