X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
192.352655868044,1
193.352655868044,2
195.352655868044,3
199.352655868044,4
207.352655868044,5
223.352655868044,6
255.352655868044,7
287.352655868044,8
292.176911831436,1
293.176911831436,2
295.176911831436,3
299.176911831436,4
307.176911831436,5
323.176911831436,6
342.165878726608,1
343.165878726608,2
345.165878726608,3
349.165878726608,4
357.165878726608,5
373.165878726608,6
