X,frankfurt_urban_n_vehicles_mipv6.MA[5].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
201.986411591553,1
202.986411591553,2
204.986411591553,3
208.986411591553,4
216.986411591553,5
232.986411591553,6
264.986411591553,7
296.986411591553,8
303.567815533424,1
304.567815533424,2
306.567815533424,3
310.567815533424,4
318.567815533424,5
334.567815533424,6
336.444235950246,1
337.444235950246,2
339.444235950246,3
343.444235950246,4
351.444235950246,5
367.444235950246,6
399.444235950246,7
